variant_id,dataset,image_index,name,patch_index,benefit,harmful,beneficial,mean_low,mean_pred,grad_low,A_mean,Q_risk,E_abs,S_abs,sat_pred
M4J_ES,uefb,0,test_00000,17,0.05449832230806351,0.0,1.0,0.04098799452185631,0.25050318241119385,0.020882342010736465,0.44468557834625244,0.0,1.6641967296600342,0.10023097693920135,0.0
M4J_ES,uefb,0,test_00000,18,0.22890552878379822,0.0,1.0,0.08686180412769318,0.45436879992485046,0.022892868146300316,0.5964948534965515,0.0,1.5253576040267944,0.06020065397024155,0.0
M4J_ES,uefb,0,test_00000,19,0.14621122181415558,0.0,1.0,0.07076578587293625,0.38828834891319275,0.022715549916028976,0.5498103499412537,0.0,1.5913764238357544,0.03707430884242058,0.0
M4J_ES,uefb,0,test_00000,20,0.1588728278875351,0.0,1.0,0.06699122488498688,0.36867398023605347,0.02364145778119564,0.5226073265075684,0.0,1.6143916845321655,0.08593016117811203,0.0
M4J_ES,uefb,0,test_00000,21,0.38372814655303955,0.0,1.0,0.11804766207933426,0.5725376605987549,0.022030014544725418,0.6453346610069275,0.0,1.4855458736419678,0.09507926553487778,0.0
M4J_ES,uefb,0,test_00000,22,0.21062272787094116,0.0,1.0,0.08546406030654907,0.4508602023124695,0.0250454880297184,0.5871078968048096,0.0,1.5473966598510742,0.042103514075279236,0.0
M4J_ES,uefb,0,test_00000,23,0.22637026011943817,0.0,1.0,0.07701613008975983,0.4286435842514038,0.022977104410529137,0.5797677636146545,0.0,1.5581748485565186,0.038618478924036026,0.0
M4J_ES,uefb,0,test_00000,24,0.018413150683045387,0.0,1.0,0.02874426171183586,0.19887562096118927,0.01794016920030117,0.4043712615966797,0.0,1.705600619316101,0.12778502702713013,0.0
M4J_ES,uefb,0,test_00000,25,0.09786538034677505,0.0,1.0,0.044661544263362885,0.25800105929374695,0.018736716359853745,0.4428851902484894,0.0,1.6621145009994507,0.11291640996932983,0.0
M4J_ES,uefb,0,test_00000,26,0.2305396944284439,0.0,1.0,0.08648194372653961,0.4524414539337158,0.024103829637169838,0.5841245055198669,0.0,1.5588934421539307,0.058682192116975784,0.0
M4J_ES,uefb,0,test_00000,27,0.07953300327062607,0.0,1.0,0.04255719110369682,0.2703765630722046,0.021494528278708458,0.46956390142440796,0.0,1.652006983757019,0.07321573048830032,0.0
M4J_ES,uefb,0,test_00000,28,0.03406541422009468,0.0,1.0,0.0327240526676178,0.21606922149658203,0.019508708268404007,0.4174967408180237,0.0,1.6973066329956055,0.11701370775699615,0.0
M4J_ES,uefb,0,test_00000,29,0.12645883858203888,0.0,1.0,0.06509873270988464,0.3741646707057953,0.0229796115309,0.5299237966537476,0.0,1.6197192668914795,0.06502854824066162,0.0
M4J_ES,uefb,0,test_00000,30,0.13148385286331177,0.0,1.0,0.05888164043426514,0.34971895813941956,0.02167220413684845,0.5159983038902283,0.0,1.6192563772201538,0.054282791912555695,0.0
M4J_ES,uefb,0,test_00000,31,0.20360319316387177,0.0,1.0,0.0685228481888771,0.3916480541229248,0.021992359310388565,0.5536162853240967,0.0,1.57840895652771,0.04408685117959976,0.0
M4J_ES,uefb,0,test_00000,32,0.1157342866063118,0.0,1.0,0.06608896702528,0.33631882071495056,0.022859998047351837,0.497050017118454,0.0,1.588515281677246,0.10329265892505646,0.0
M4J_ES,uefb,0,test_00000,33,0.21744036674499512,0.0,1.0,0.07619708776473999,0.41415005922317505,0.02132466807961464,0.5677288770675659,0.0,1.513656735420227,0.08300893008708954,0.0
M4J_ES,uefb,0,test_00000,34,0.10077201575040817,0.0,1.0,0.05026421695947647,0.2928728759288788,0.0222738366574049,0.47739216685295105,0.0,1.6421728134155273,0.09199109673500061,0.0
M4J_ES,uefb,0,test_00000,35,0.03969668969511986,0.0,1.0,0.032941579818725586,0.22107172012329102,0.019890548661351204,0.4250973165035248,0.0,1.6947919130325317,0.11424317210912704,0.0
M4J_ES,uefb,0,test_00000,36,0.03029860369861126,0.0,1.0,0.029823845252394676,0.20361463725566864,0.018729930743575096,0.40805211663246155,0.0,1.7062350511550903,0.12568730115890503,0.0
M4J_ES,uefb,0,test_00000,37,0.11722397059202194,0.0,1.0,0.06167087331414223,0.34813034534454346,0.02335771545767784,0.5172416567802429,0.0,1.6186491250991821,0.07097958028316498,0.0
M4J_ES,uefb,0,test_00000,38,0.20507992804050446,0.0,1.0,0.08125017583370209,0.44154658913612366,0.024219341576099396,0.5844660997390747,0.0,1.5625388622283936,0.04190332442522049,0.0
M4J_ES,uefb,0,test_00000,39,0.17016728222370148,0.0,1.0,0.06469237804412842,0.3678601086139679,0.022168181836605072,0.5293967723846436,0.0,1.5940035581588745,0.05743274837732315,0.0
M4J_ES,uefb,0,test_00000,40,0.2183770090341568,0.0,1.0,0.10677521675825119,0.49387887120246887,0.02109888568520546,0.6124290823936462,0.0,1.4433495998382568,0.1372632384300232,0.0
M4J_ES,uefb,0,test_00000,41,0.1984158307313919,0.0,1.0,0.08036943525075912,0.41141843795776367,0.024685589596629143,0.5601509809494019,0.0,1.5153908729553223,0.09225932508707047,0.0
M4J_ES,uefb,0,test_00000,42,0.10503901541233063,0.0,1.0,0.05614648386836052,0.3177434802055359,0.026785947382450104,0.4993092119693756,0.0,1.6175154447555542,0.061099737882614136,0.0
M4J_ES,uefb,0,test_00000,43,0.04260275512933731,0.0,1.0,0.031860291957855225,0.20736175775527954,0.021012621000409126,0.40275391936302185,0.0,1.6896958351135254,0.11717165261507034,0.0
M4J_ES,uefb,0,test_00000,44,0.06326337158679962,0.0,1.0,0.04416999965906143,0.2677336037158966,0.022126952186226845,0.4600653052330017,0.0,1.6639121770858765,0.08586657047271729,0.0
M4J_ES,uefb,0,test_00000,45,0.07403364777565002,0.0,1.0,0.04990400746464729,0.29544174671173096,0.02568185143172741,0.48304665088653564,0.0,1.660853624343872,0.08147863298654556,0.0
M4J_ES,uefb,0,test_00000,46,0.07605230808258057,0.0,1.0,0.04747709631919861,0.2842894196510315,0.022730395197868347,0.4733985662460327,0.0,1.6590498685836792,0.07972303032875061,0.0
M4J_ES,uefb,0,test_00000,47,0.14767782390117645,0.0,1.0,0.05964590981602669,0.3327951431274414,0.020507831126451492,0.4928695261478424,0.0,1.6264474391937256,0.08909031748771667,0.0
M4J_ES,uefb,0,test_00000,48,0.16073444485664368,0.0,1.0,0.09920570254325867,0.47333553433418274,0.024959150701761246,0.5961443781852722,0.0,1.4488996267318726,0.13167482614517212,0.0
M4J_ES,uefb,0,test_00000,49,0.06410807371139526,0.0,1.0,0.0528935007750988,0.3203997015953064,0.021119968965649605,0.5086196660995483,0.0,1.598331332206726,0.05516603961586952,0.0
M4J_ES,uefb,0,test_00000,50,0.0765480026602745,0.0,1.0,0.061380766332149506,0.3317587077617645,0.024644678458571434,0.5013039708137512,0.0,1.6160943508148193,0.08472590893507004,0.0
M4J_ES,uefb,0,test_00000,51,0.05082396790385246,0.0,1.0,0.04485151544213295,0.27022549510002136,0.02126237377524376,0.4580289423465729,0.0,1.6668545007705688,0.09970680624246597,0.0
M4J_ES,uefb,0,test_00000,52,0.12148572504520416,0.0,1.0,0.07092218846082687,0.3688807487487793,0.022672541439533234,0.525330126285553,0.0,1.5987718105316162,0.07835903763771057,0.0
M4J_ES,uefb,0,test_00000,53,0.08930237591266632,0.0,1.0,0.057962868362665176,0.3277369439601898,0.020886750891804695,0.5032365918159485,0.0,1.6352758407592773,0.08608926087617874,0.0
M4J_ES,uefb,0,test_00000,54,0.1288977712392807,0.0,1.0,0.06298729032278061,0.3618071973323822,0.02133062854409218,0.5318511128425598,0.0,1.6238577365875244,0.0629679337143898,0.0
M4J_ES,uefb,0,test_00000,55,0.3453461825847626,0.0,1.0,0.11127255856990814,0.5437886118888855,0.018536396324634552,0.6361795663833618,0.0,1.4961787462234497,0.08453571796417236,0.0
M4J_ES,uefb,0,test_00000,56,0.1874101310968399,0.0,1.0,0.1270049661397934,0.4830818772315979,0.021877873688936234,0.5672605633735657,0.0,1.428030014038086,0.20662908256053925,0.0
M4J_ES,uefb,0,test_00000,57,0.09919082373380661,0.0,1.0,0.07649706304073334,0.3580555021762848,0.02260086126625538,0.5026872754096985,0.0,1.5622972249984741,0.1187615767121315,0.0
M4J_ES,uefb,0,test_00000,58,0.06293057650327682,0.0,1.0,0.05805547162890434,0.3210698664188385,0.020615655928850174,0.4888220429420471,0.0,1.6165852546691895,0.07427835464477539,0.0
M4J_ES,uefb,0,test_00000,59,0.01625041663646698,0.0,1.0,0.02894165739417076,0.19975712895393372,0.018065428361296654,0.39956897497177124,0.0,1.6925749778747559,0.112504743039608,0.0
M4J_ES,uefb,0,test_00000,60,0.07157669961452484,0.0,1.0,0.05486229062080383,0.30145177245140076,0.022975901141762733,0.4686254858970642,0.0,1.6217155456542969,0.0815139189362526,0.0
M4J_ES,uefb,0,test_00000,61,0.06852630525827408,0.0,1.0,0.049794793128967285,0.2878689765930176,0.018606998026371002,0.4595356285572052,0.0,1.6445022821426392,0.08901534974575043,0.0
M4J_ES,uefb,0,test_00000,62,0.0841628685593605,0.0,1.0,0.04647844284772873,0.27748727798461914,0.0183463953435421,0.451530784368515,0.0,1.6508426666259766,0.08503805845975876,0.0
M4J_ES,uefb,0,test_00000,63,0.13997717201709747,0.0,1.0,0.05579173192381859,0.3083701729774475,0.017612697556614876,0.4644235372543335,0.0,1.6174404621124268,0.10181713849306107,0.0
M4J_ES,uefb,1,test_00001,0,-0.005291094537824392,1.0,0.0,0.3984575867652893,0.49683237075805664,0.003732339944690466,0.23979517817497253,0.0,0.291122704744339,0.04887203127145767,0.0
M4J_ES,uefb,1,test_00001,1,-0.005150767974555492,1.0,0.0,0.4177142083644867,0.514901340007782,0.003705096198245883,0.23829080164432526,0.0,0.2860225737094879,0.027256203815340996,0.0
M4J_ES,uefb,1,test_00001,2,-0.005314513575285673,1.0,0.0,0.42538580298423767,0.5225365161895752,0.0037346896715462208,0.2394876927137375,0.0,0.2780384421348572,0.02895059809088707,0.0
M4J_ES,uefb,1,test_00001,3,-0.005589236039668322,1.0,0.0,0.4148090183734894,0.5125027894973755,0.003997899126261473,0.23902255296707153,0.0,0.28797343373298645,0.028342844918370247,0.0
M4J_ES,uefb,1,test_00001,4,-0.006013713777065277,1.0,0.0,0.38394895195961,0.4820466935634613,0.004177926108241081,0.23766906559467316,0.0,0.31172528862953186,0.047123584896326065,0.0
M4J_ES,uefb,1,test_00001,5,-0.006438673008233309,1.0,0.0,0.3339291214942932,0.4318388104438782,0.004598533734679222,0.2433445304632187,0.0,0.33650657534599304,0.06975772231817245,0.0
M4J_ES,uefb,1,test_00001,6,-0.006447966676205397,1.0,0.0,0.26944243907928467,0.36306992173194885,0.005018557421863079,0.24795493483543396,0.0,0.3628992438316345,0.09456656128168106,0.0
M4J_ES,uefb,1,test_00001,7,-0.006385422311723232,1.0,0.0,0.3360322117805481,0.4338923692703247,0.005212787538766861,0.24707119166851044,0.0,0.32138732075691223,0.07711968570947647,0.0
M4J_ES,uefb,1,test_00001,8,-0.005245879292488098,1.0,0.0,0.4048275947570801,0.5011104345321655,0.010576996020972729,0.23707404732704163,0.0,0.28467392921447754,0.024250434711575508,0.0
M4J_ES,uefb,1,test_00001,9,-0.004996945150196552,1.0,0.0,0.42274272441864014,0.5171007513999939,0.010862716473639011,0.2353249043226242,0.0,0.2791459262371063,0.010400420054793358,0.0
M4J_ES,uefb,1,test_00001,10,-0.005308992229402065,1.0,0.0,0.43624094128608704,0.5320966839790344,0.0035531434696167707,0.237466961145401,0.0,0.2696762979030609,0.017221514135599136,0.0
M4J_ES,uefb,1,test_00001,11,-0.005588590633124113,1.0,0.0,0.4275241792201996,0.5241133570671082,0.003728069132193923,0.23728406429290771,0.0,0.2794264554977417,0.008008917793631554,0.0
M4J_ES,uefb,1,test_00001,12,-0.006052000448107719,1.0,0.0,0.40248245000839233,0.4995729625225067,0.0038670101203024387,0.2347193956375122,0.0,0.3039710819721222,0.01707303896546364,0.0
M4J_ES,uefb,1,test_00001,13,-0.006376134697347879,1.0,0.0,0.3508412837982178,0.4477088749408722,0.0065991501323878765,0.23764531314373016,0.0,0.3343951404094696,0.04749714583158493,0.0
M4J_ES,uefb,1,test_00001,14,-0.005797398276627064,1.0,0.0,0.2531682848930359,0.33882370591163635,0.012190647423267365,0.2370029091835022,0.0,0.3692966401576996,0.08239840716123581,0.0
M4J_ES,uefb,1,test_00001,15,-0.006374699994921684,1.0,0.0,0.34719157218933105,0.44528260827064514,0.005540179088711739,0.24393309652805328,0.0,0.3222213387489319,0.05810233950614929,0.0
M4J_ES,uefb,1,test_00001,16,-0.002309625968337059,1.0,0.0,0.3366911709308624,0.3938102722167969,0.07105936855077744,0.18726041913032532,0.0,0.24930886924266815,0.1381751149892807,0.0
M4J_ES,uefb,1,test_00001,17,-0.0023359348997473717,1.0,0.0,0.2841132879257202,0.3448021709918976,0.04801451042294502,0.17981034517288208,0.0,0.2898200750350952,0.05482842028141022,0.0
M4J_ES,uefb,1,test_00001,18,-0.005641444586217403,1.0,0.0,0.43295660614967346,0.5291118621826172,0.005803475622087717,0.23801377415657043,0.0,0.2713245153427124,0.016907714307308197,0.0
M4J_ES,uefb,1,test_00001,19,-0.005139194894582033,1.0,0.0,0.4815745949745178,0.5742540955543518,0.023881668224930763,0.25055640935897827,0.0,0.21046024560928345,0.07699549943208694,0.0
M4J_ES,uefb,1,test_00001,20,-0.005002125166356564,1.0,0.0,0.4810829758644104,0.5717790722846985,0.014468541368842125,0.24695704877376556,0.0,0.22203820943832397,0.08266589045524597,0.0
M4J_ES,uefb,1,test_00001,21,-0.006215864792466164,1.0,0.0,0.3020239472389221,0.3935215473175049,0.011118924245238304,0.23802317678928375,0.0,0.3559301495552063,0.07238071411848068,0.0
M4J_ES,uefb,1,test_00001,22,-0.0014341305941343307,1.0,0.0,0.09616231173276901,0.13853836059570312,0.008666946552693844,0.18546560406684875,0.0,0.4551183581352234,0.16822081804275513,0.0
M4J_ES,uefb,1,test_00001,23,-0.00612234091386199,1.0,0.0,0.29299959540367126,0.38483163714408875,0.009146353229880333,0.24179823696613312,0.0,0.3422556519508362,0.07759510725736618,0.0
M4J_ES,uefb,1,test_00001,24,-0.0025848953519016504,1.0,0.0,0.29222482442855835,0.35377833247184753,0.050957582890987396,0.1845664530992508,0.0,0.2472095638513565,0.09065478295087814,0.0
M4J_ES,uefb,1,test_00001,25,-0.0033728585112839937,1.0,0.0,0.2565186619758606,0.3231113851070404,0.039130955934524536,0.1970864087343216,0.0,0.33011171221733093,0.08509489893913269,0.0
M4J_ES,uefb,1,test_00001,26,-0.0057300301268696785,1.0,0.0,0.40622881054878235,0.5017688274383545,0.01278316043317318,0.24135743081569672,0.0,0.2787669897079468,0.04139944165945053,0.0
M4J_ES,uefb,1,test_00001,27,-0.005477816332131624,1.0,0.0,0.4336335062980652,0.52881920337677,0.008631906472146511,0.2558000385761261,0.0,0.23903177678585052,0.05134889855980873,0.0
M4J_ES,uefb,1,test_00001,28,-0.0039401245303452015,1.0,0.0,0.3733133375644684,0.4491812288761139,0.058636412024497986,0.21659542620182037,0.0,0.2467956840991974,0.08518239855766296,0.0
M4J_ES,uefb,1,test_00001,29,-0.005149081815034151,1.0,0.0,0.32214391231536865,0.4066990613937378,0.03138408064842224,0.22732441127300262,0.0,0.3224368095397949,0.08388805389404297,0.0
M4J_ES,uefb,1,test_00001,30,-0.0016539853531867266,1.0,0.0,0.10166183114051819,0.14618562161922455,0.009942230768501759,0.1884288191795349,0.0,0.45466169714927673,0.16776369512081146,0.0
M4J_ES,uefb,1,test_00001,31,-0.006098157726228237,1.0,0.0,0.26018306612968445,0.3484603762626648,0.007950455881655216,0.2421131283044815,0.0,0.35693833231925964,0.09190897643566132,0.0
M4J_ES,uefb,1,test_00001,32,-0.0015466721961274743,1.0,0.0,0.3293467164039612,0.38118141889572144,0.038214147090911865,0.1918535828590393,0.0,0.2736484110355377,0.139679953455925,0.0
M4J_ES,uefb,1,test_00001,33,-0.0017924208659678698,1.0,0.0,0.46615976095199585,0.5222901701927185,0.0678568109869957,0.1979125291109085,0.0,0.16423892974853516,0.1560470014810562,0.0
M4J_ES,uefb,1,test_00001,34,-0.0033063627779483795,1.0,0.0,0.26290783286094666,0.3295782506465912,0.04450485110282898,0.2018982172012329,0.0,0.35512256622314453,0.0922601968050003,0.0
M4J_ES,uefb,1,test_00001,35,-0.0030147715006023645,1.0,0.0,0.2297544628381729,0.2927490472793579,0.035584479570388794,0.19056887924671173,0.0,0.37631872296333313,0.09508226811885834,0.0
M4J_ES,uefb,1,test_00001,36,-0.0026834607124328613,1.0,0.0,0.18820910155773163,0.24408231675624847,0.031807977706193924,0.17802725732326508,0.0,0.40587663650512695,0.12494715303182602,0.0
M4J_ES,uefb,1,test_00001,37,-0.002917791251093149,1.0,0.0,0.24880988895893097,0.3116162419319153,0.040082164108753204,0.1866704225540161,0.0,0.36355462670326233,0.08792372047901154,0.0
M4J_ES,uefb,1,test_00001,38,-0.0015231373254209757,1.0,0.0,0.10277543216943741,0.1464737057685852,0.01247007679194212,0.18842250108718872,0.0,0.4506169855594635,0.16371893882751465,0.0
M4J_ES,uefb,1,test_00001,39,-0.0055923061445355415,1.0,0.0,0.22882071137428284,0.3114725351333618,0.007722232025116682,0.23790636658668518,0.0,0.37161344289779663,0.10636203736066818,0.0
M4J_ES,uefb,1,test_00001,40,-0.0006365110748447478,1.0,0.0,0.36570799350738525,0.4061416983604431,0.04656931385397911,0.17224356532096863,0.0,0.1449526697397232,0.17412862181663513,0.0
M4J_ES,uefb,1,test_00001,41,-0.0007281762082129717,1.0,0.0,0.4612242877483368,0.5078818202018738,0.02911762148141861,0.21458208560943604,0.0,0.12111542373895645,0.16693928837776184,0.0
M4J_ES,uefb,1,test_00001,42,-0.0019072797149419785,1.0,0.0,0.29412320256233215,0.34906113147735596,0.049663446843624115,0.19168104231357574,0.0,0.29703661799430847,0.12348545342683792,0.0
M4J_ES,uefb,1,test_00001,43,-0.001766358152963221,1.0,0.0,0.21756426990032196,0.2672266960144043,0.04863697662949562,0.19794374704360962,0.0,0.33790674805641174,0.12745939195156097,0.0
M4J_ES,uefb,1,test_00001,44,-0.002232520142570138,1.0,0.0,0.2668140232563019,0.32009491324424744,0.0521005243062973,0.1799197494983673,0.0,0.29227080941200256,0.16668589413166046,0.0
M4J_ES,uefb,1,test_00001,45,-0.0022990962024778128,1.0,0.0,0.18001002073287964,0.2330138236284256,0.03101101890206337,0.1761356145143509,0.0,0.39424076676368713,0.12451077997684479,0.0
M4J_ES,uefb,1,test_00001,46,-0.0010446493979543447,1.0,0.0,0.07801531255245209,0.1149590015411377,0.009159495122730732,0.17707078158855438,0.0,0.4653283953666687,0.1784304976463318,0.0
M4J_ES,uefb,1,test_00001,47,-0.004404866602271795,1.0,0.0,0.19073860347270966,0.262857586145401,0.008790357038378716,0.22403863072395325,0.0,0.3897688090801239,0.12423177808523178,0.0
M4J_ES,uefb,1,test_00001,48,-0.0018481598235666752,1.0,0.0,0.35713163018226624,0.4153408110141754,0.08368659764528275,0.18208324909210205,0.0,0.18964791297912598,0.17140676081180573,0.0
M4J_ES,uefb,1,test_00001,49,-0.001219110214151442,1.0,0.0,0.3226040005683899,0.3669118881225586,0.0699671283364296,0.14447429776191711,0.0,0.19290706515312195,0.2603975236415863,0.0
M4J_ES,uefb,1,test_00001,50,-0.0021000071428716183,1.0,0.0,0.39693331718444824,0.45391544699668884,0.12376991659402847,0.17387118935585022,0.0,0.12888431549072266,0.19021332263946533,0.0
M4J_ES,uefb,1,test_00001,51,-0.002631897572427988,1.0,0.0,0.2977236211299896,0.35852259397506714,0.12504912912845612,0.18135511875152588,0.0,0.2316245138645172,0.10899268090724945,0.0
M4J_ES,uefb,1,test_00001,52,-0.0012564612552523613,1.0,0.0,0.24755246937274933,0.29056209325790405,0.06359084695577621,0.1677318513393402,0.0,0.29747042059898376,0.16445675492286682,0.0
M4J_ES,uefb,1,test_00001,53,-0.0019190228777006269,1.0,0.0,0.29473501443862915,0.34729212522506714,0.05734781548380852,0.17383529245853424,0.0,0.27733469009399414,0.10848930478096008,0.0
M4J_ES,uefb,1,test_00001,54,-0.004283282905817032,1.0,0.0,0.3331230878829956,0.4112527072429657,0.01780061051249504,0.21021118760108948,0.0,0.32467690110206604,0.06605765223503113,0.0
M4J_ES,uefb,1,test_00001,55,-0.005515557248145342,1.0,0.0,0.3593255579471588,0.4511409103870392,0.012042342685163021,0.23368223011493683,0.0,0.31147322058677673,0.05415785685181618,0.0
M4J_ES,uefb,1,test_00001,56,-0.0031820321455597878,1.0,0.0,0.2549212574958801,0.32098835706710815,0.03714140132069588,0.2051360309123993,0.0,0.3013039529323578,0.09602238237857819,0.0
M4J_ES,uefb,1,test_00001,57,-0.0031296529341489077,1.0,0.0,0.2994571328163147,0.36706089973449707,0.04990740120410919,0.19915330410003662,0.0,0.28212660551071167,0.10315283387899399,0.0
M4J_ES,uefb,1,test_00001,58,-0.005179216153919697,1.0,0.0,0.33874186873435974,0.42484816908836365,0.025704655796289444,0.22355663776397705,0.0,0.3089706599712372,0.07452759146690369,0.0
M4J_ES,uefb,1,test_00001,59,-0.004751996137201786,1.0,0.0,0.39096295833587646,0.4770541489124298,0.028916792944073677,0.22274813055992126,0.0,0.2713727653026581,0.07090779393911362,0.0
M4J_ES,uefb,1,test_00001,60,-0.004585772752761841,1.0,0.0,0.487925261259079,0.5776143670082092,0.009535523131489754,0.24359647929668427,0.0,0.19233325123786926,0.099402517080307,0.0
M4J_ES,uefb,1,test_00001,61,-0.004604696296155453,1.0,0.0,0.490008145570755,0.5816524624824524,0.004508920479565859,0.2471543848514557,0.0,0.1918434202671051,0.09505456686019897,0.0
M4J_ES,uefb,1,test_00001,62,-0.00549539178609848,1.0,0.0,0.4527342617511749,0.5483949780464172,0.0038980913814157248,0.2449512630701065,0.0,0.23197311162948608,0.05492483079433441,0.0
M4J_ES,uefb,1,test_00001,63,-0.0058110966347157955,1.0,0.0,0.4243273138999939,0.5220757722854614,0.003915796987712383,0.24755612015724182,0.0,0.25890928506851196,0.04173864796757698,0.0
M4J_ES,uefb,2,test_00002,0,0.03378349542617798,0.0,1.0,0.1167403981089592,0.395898699760437,0.006975492928177118,0.5253936052322388,0.0,1.1184440851211548,0.15273354947566986,0.0
M4J_ES,uefb,2,test_00002,1,0.06012237071990967,0.0,1.0,0.18837350606918335,0.5288233757019043,0.006877112668007612,0.5862724184989929,0.0,1.0117944478988647,0.052404697984457016,0.0
M4J_ES,uefb,2,test_00002,2,0.07178313285112381,0.0,1.0,0.25616803765296936,0.6002865433692932,0.0068177892826497555,0.592396080493927,0.0,0.8806464076042175,0.09791990369558334,0.0
M4J_ES,uefb,2,test_00002,3,0.06255073100328445,0.0,1.0,0.313747376203537,0.6413265466690063,0.0072982432320714,0.5741411447525024,0.0,0.8013697266578674,0.1771913766860962,0.0
M4J_ES,uefb,2,test_00002,4,0.06431199610233307,0.0,1.0,0.31333109736442566,0.6403028964996338,0.007249658927321434,0.5752384066581726,0.0,0.7987675666809082,0.17979347705841064,0.0
M4J_ES,uefb,2,test_00002,5,0.0802847295999527,0.0,1.0,0.27683529257774353,0.6123403906822205,0.007752754259854555,0.5855630040168762,0.0,0.8387344479560852,0.13982659578323364,0.0
M4J_ES,uefb,2,test_00002,6,0.1055326834321022,0.0,1.0,0.23197868466377258,0.5767484307289124,0.007171295117586851,0.594280481338501,0.0,0.9216499328613281,0.058200109750032425,0.0
M4J_ES,uefb,2,test_00002,7,0.12021586298942566,0.0,1.0,0.18299180269241333,0.5254373550415039,0.0074249678291380405,0.5844978094100952,0.0,1.021883249282837,0.05812598764896393,0.0
M4J_ES,uefb,2,test_00002,8,0.011377834714949131,0.0,1.0,0.11306954175233841,0.3906470835208893,0.006982141174376011,0.5261099934577942,0.0,1.1366459131240845,0.1613318920135498,0.0
M4J_ES,uefb,2,test_00002,9,0.01474432460963726,0.0,1.0,0.1796097606420517,0.5157171487808228,0.0072646071203053,0.5845263600349426,0.0,1.0313876867294312,0.06054595857858658,0.0
M4J_ES,uefb,2,test_00002,10,0.02575165405869484,0.0,1.0,0.2589991092681885,0.603538990020752,0.007237056735903025,0.5938434600830078,0.0,0.8806249499320984,0.09831299632787704,0.0
