status,n_train,n_test,positive_rate_train,positive_rate_test,logistic_auc,logistic_ece,logistic_acc@0.5,A_mean_auc,Q_risk_auc,sat_pred_auc,E_abs_auc,S_abs_auc,features,variant_id
ok,7000,3000,0.13171428442001343,0.14133333333333334,0.7658007881167234,0.2807872076183558,0.673,0.2879336106879175,0.523257134067737,0.4770184504277511,0.30693886968240947,0.507521350931677,"mean_low,mean_pred,grad_low,A_mean,Q_risk,E_abs,S_abs,sat_pred",M4J_ES
ok,7000,3000,0.13171428442001343,0.14133333333333334,0.7654675231454353,0.2809492608259121,0.6743333333333333,0.2879336106879175,0.523257134067737,0.4770184504277511,0.30693886968240947,0.507521350931677,"mean_low,mean_pred,grad_low,A_mean,Q_risk,E_abs,S_abs,sat_pred",P3C_E0050_S3407
