run,variant_id,variant_name,steps,real_distill_weight,synthetic_distill_weight,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,real_psnr,real_ssim,real_E_corr,synthetic_psnr,synthetic_ssim,synthetic_E_corr,run_dir,log,real_E_MAE,real_E_MAE_aligned,real_identity_drop,real_input_psnr,real_lee,real_nai,real_over,real_q_ece,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_identity_drop,synthetic_input_psnr,synthetic_lee,synthetic_nai,synthetic_over,synthetic_q_ece,synthetic_under,uefb_identity_drop,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_q_ece,uefb_under
p5b_p5b_dw_r03_s005_m4j_eshape_retinexformer_domain_distill_r03_s005,P5B_DW_R03_S005,m4j_eshape_retinexformer_domain_distill_r03_s005,1000,0.3,0.05,128,8,0,125.79198980331421,145.55501556396484,17.574141109466552,0.7852209941148758,0.28051629608869555,0.2055048094689846,0.43106690657627766,19.365789737701416,0.7816451638936996,0.7280785074830055,17.47298092842102,0.7504888793826103,0.8652881038188934,/home/user/a1_rlef_project/experiments/p5b_p5b_dw_r03_s005_m4j_eshape_retinexformer_domain_distill_r03_s005_seed3407,/home/user/a1_rlef_project/logs/p5b_domain_distill/p5b_p5b_dw_r03_s005_m4j_eshape_retinexformer_domain_distill_r03_s005.log,0.3880941753089428,0.24504455126821995,9.64757453918457,9.718215217590332,0.2413820206001401,2.228519468307495,3.355555618327344e-05,0.5558270195126533,0.0,0.5026948018372059,0.39707754101604226,6.252053184509277,11.220927743911743,0.3007481403835118,1.1318213933706283,2.8709129810522428e-06,0.5736032783985138,0.0,4.578518207550049,12.995622906684876,0.2776898820921779,1.6236026830673218,3.448486425440933e-06,0.45600998528301717,0.0
