run,variant_id,variant_name,seed,backbone,backbone_blocks,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,real_psnr,real_ssim,real_E_corr,synthetic_psnr,synthetic_ssim,synthetic_E_corr,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_identity_drop,real_input_psnr,real_lee,real_nai,real_over,real_q_ece,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_identity_drop,synthetic_input_psnr,synthetic_lee,synthetic_nai,synthetic_over,synthetic_q_ece,synthetic_under,uefb_identity_drop,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_q_ece,uefb_under
p6_p6_ms_m4j_es_m4j_eshape_multiscale_backbone,P6_MS_M4J_ES,m4j_eshape_multiscale_backbone,3407,multiscale,3,1000,128,8,0,107.29817628860474,126.32092428207397,18.01507918548584,0.8042977310419083,0.26866154417395594,0.1937878990396857,0.46372391109215094,20.196916770935058,0.7847263890504838,0.6288594188913703,17.59765707015991,0.7592092883586884,0.8119656559824944,/home/user/a1_rlef_project/experiments/p6_p6_ms_m4j_es_m4j_eshape_multiscale_backbone_seed3407,/home/user/a1_rlef_project/configs/p6_structural_backbone/p6_p6_ms_m4j_es_m4j_eshape_multiscale_backbone.yml,/home/user/a1_rlef_project/logs/p6_structural_backbone/p6_p6_ms_m4j_es_m4j_eshape_multiscale_backbone.log,0.35339568242430686,0.2716810696572065,10.47870156288147,9.718215217590332,0.21442044503986835,2.404168084859848,2.4430555622529937e-05,0.5365916293859482,0.0,0.5490597989596426,0.48398508489131925,6.376729316711426,11.220927743911743,0.3095694976858795,1.2588043957948685,4.295066569284245e-06,0.578538883626461,0.0,5.019456279754639,12.995622906684876,0.26751686445623635,1.7051438660621643,1.413981207406323e-06,0.4218419110774994,0.0
