run,variant_id,variant_name,isolation_factor,seed,backbone,backbone_blocks,gauge_mode,route_type,safe_alpha,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,real_E_corr,real_identity_drop,real_q_ece,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,synthetic_E_corr,synthetic_identity_drop,synthetic_q_ece,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_input_psnr,real_over,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_input_psnr,synthetic_over,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
p2b_p2b_dgb_gauge_only_image_stats_gauge_original_gate_route,P2B_DGB_GAUGE_ONLY,image_stats_gauge_original_gate_route,gauge_only,3407,multiscale,3,image_stats,identity_gate,0.7,1000,128,8,0,194.951730966568,215.9605791568756,17.718968555450438,0.8108820989131927,0.4993546995818615,0.20470321505144237,0.5082217492064228,4.72334564781189,0.41763664366304876,20.431721687316895,0.7887570947408676,0.22740613020956515,2.708172653913498,0.7117646920681,10.713506479263305,0.522672159075737,18.40170907974243,0.7784825962781906,0.2885943762026727,1.3916370213031768,0.8391770997643471,7.180781331062317,0.576576754450798,/home/user/a1_rlef_project/experiments/p2b_p2b_dgb_gauge_only_image_stats_gauge_original_gate_route_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2b_p2b_dgb_gauge_only_image_stats_gauge_original_gate_route.yml,/home/user/a1_rlef_project/logs/p2b_controlled_isolation/p2b_p2b_dgb_gauge_only_image_stats_gauge_original_gate_route.log,0.7723556567728519,0.3115119770169258,9.718215217590332,4.705555543296214e-05,0.0,0.8294662496447563,0.6046720562223346,11.220927743911743,0.00019431785578490234,0.0,12.995622906684876,0.2699441719427705,1.870482130050659,8.656819769385037e-06,3.865559987389133e-06
p2b_p2b_dgb_route_only_adaptive_gauge_safe_router,P2B_DGB_ROUTE_ONLY,adaptive_gauge_safe_router,route_only,3407,multiscale,3,adaptive_head,recoverability_safe_router,0.7,1000,128,8,1,195.6680464744568,216.53387355804443,17.71322127532959,0.8047575721740723,0.2842141687273979,0.20041519598290325,0.46531522733066233,4.717598363876343,0.407487540230155,19.966537094116212,0.778243048787117,0.2345351867377758,2.569394954442978,0.6638692811131477,10.248321886062621,0.5295606476068496,17.94501919746399,0.7611837592720986,0.30108964098617436,1.310424070954323,0.8370390674471855,6.724091444015503,0.5612455120682717,/home/user/a1_rlef_project/experiments/p2b_p2b_dgb_route_only_adaptive_gauge_safe_router_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2b_p2b_dgb_route_only_adaptive_gauge_safe_router.yml,/home/user/a1_rlef_project/logs/p2b_controlled_isolation/p2b_p2b_dgb_route_only_adaptive_gauge_safe_router.log,0.37592049486935136,0.31378362990915776,9.718215217590332,6.26388893533658e-05,0.0,0.6385385083034635,0.5738730739243328,11.220927743911743,9.946469890564912e-07,0.0,12.995622906684876,0.2720285214856267,1.7642360321283341,0.0,0.0
