run,psnr,ssim,lee,nai,input_psnr,identity_drop,q_ece,over,under,E_MAE,E_MAE_aligned,E_corr,run_dir
rlef_m0_restorer_smoke,15.928469228744508,0.6363405913114548,0.262574178352952,2.4030474320054056,11.357529783248902,4.570939469337463,0.4272048458456993,0.0,0.0,1.2891923560295253,0.24408647239906714,0.0,/home/user/a1_rlef_project/experiments/p0_rlef_m0_restorer_smoke_seed3407
rlef_m3_adaptive_gauge_smoke,15.215248489379883,0.5266760796308517,0.2799868658185005,2.2297695748507977,11.357529783248902,3.8577187061309814,0.4311975181102753,0.0,0.0,0.6103472247719764,0.49298515170812607,-0.2873698541894555,/home/user/a1_rlef_project/experiments/p0_rlef_m3_adaptive_gauge_smoke_seed3407
rlef_m4_gate_smoke,15.478322458267211,0.5948113173246383,0.2751576904207468,1.4467663407325744,11.357529783248902,4.12079267501831,0.43006601780653,0.0,0.0,0.6383450195193291,0.5668451342731714,-0.4113111378625035,/home/user/a1_rlef_project/experiments/p0_rlef_m4_gate_smoke_seed3407
rlef_m5_recoverability_smoke,15.467666625976562,0.5958104208111763,0.2767630569636822,1.4553236722946168,11.357529783248902,4.110136842727661,0.21369559541344643,0.0,0.0,0.6358952865004539,0.5648697316646576,-0.4129601768217981,/home/user/a1_rlef_project/experiments/p0_rlef_m5_recoverability_smoke_seed3407
