run,variant_id,variant_name,seed,e_shape,e_shape_kernel,steps,train_crop,batch_size,gpu,reused_from_p3c,elapsed_sec_train_or_reuse,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,real_E_corr,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,synthetic_E_corr,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_identity_drop,real_input_psnr,real_over,real_q_ece,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_identity_drop,synthetic_input_psnr,synthetic_over,synthetic_q_ece,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
p3d_m4j_es_seed42_e0100,M4J_ES_E010,m4_joint_eshape_e010,42,0.1,7,1000,128,8,0,False,203.3811399936676,223.49065971374512,18.316681066513063,0.81258627140522,0.27109459053725005,0.19555462599545717,0.4438371885034139,5.321058167457581,0.4159320475310087,20.058685932159424,0.7807848763465881,0.22683640599250793,2.35182670712471,0.7292125216126442,18.01810188293457,0.764846283197403,0.2999785611219704,1.3832023721933364,0.838836330473423,/home/user/a1_rlef_project/experiments/p3d_m4j_es_seed42_e0100,/home/user/a1_rlef_project/configs/p3d_e010_multiseed/p3d_m4j_es_seed42_e0100.yml,/home/user/a1_rlef_project/logs/p3d_e010_multiseed/p3d_m4j_es_seed42_e0100.log,0.3199974281340838,0.23737592183053494,10.340470724105835,9.718215217590332,7.305555704988365e-06,0.5449086403846741,0.0,0.5193612848222255,0.4252701262757182,6.797174139022827,11.220927743911743,4.683883137658995e-05,0.5267691269516945,0.0,12.995622906684876,0.25312406438589097,1.7599099881649016,4.2724611375888345e-07,0.0
p3d_m4j_es_seed2027_e0100,M4J_ES_E010,m4_joint_eshape_e010,2027,0.1,7,1000,128,8,1,False,207.92973113059998,227.3260567188263,17.91501550102234,0.8045379055738449,0.27973997651040555,0.19775881192088127,0.4463782380633056,4.919392596244812,0.4103931480050087,19.386915254592896,0.7673750048875809,0.2500830686092377,2.2908436453342436,0.6970379179716111,17.039801750183106,0.7408362227678299,0.3754720368422568,1.2647284984588623,0.8644357705116272,/home/user/a1_rlef_project/experiments/p3d_m4j_es_seed2027_e0100,/home/user/a1_rlef_project/configs/p3d_e010_multiseed/p3d_m4j_es_seed2027_e0100.yml,/home/user/a1_rlef_project/logs/p3d_e010_multiseed/p3d_m4j_es_seed2027_e0100.log,0.3347981745004654,0.24614502221345902,9.668700041770935,9.718215217590332,6.511111222152976e-05,0.5751612982153893,0.0,0.547413765490055,0.427898319773376,5.818874011039734,11.220927743911743,0.0007314724502248282,0.550521242916584,4.521122718870174e-08,12.995622906684876,0.26556473153084514,1.6678374836444854,0.0017213033516909491,1.5462240262422711e-06
p3d_m4j_es_seed3407_e0100,M4J_ES_E010,m4_joint_eshape_e010,3407,0.1,7,1000,128,8,0,True,0.00052642822265625,0.0008637905120849609,18.10062364578247,0.8067045341730118,0.26698907202482225,0.1905010990127921,0.4569566066390689,5.105000737190246,0.41210115793347357,20.17924370765686,0.7846959042549133,0.22875097531825303,2.417672485113144,0.6304938986897468,17.820894365310668,0.7588589298725128,0.3310771267861128,1.2720250952243806,0.8006866246461868,/home/user/a1_rlef_project/experiments/p3c_m4j_es_seed3407_e0100,/home/user/a1_rlef_project/configs/p3d_e010_multiseed/p3d_m4j_es_seed3407_e0100.yml,/home/user/a1_rlef_project/logs/p3d_e010_multiseed/p3d_m4j_es_seed3407_e0100.log,0.5182888759672641,0.30515058636665343,10.461028494834899,9.718215217590332,1.2611111433216138e-05,0.5310523295402527,0.0,0.6842454659566283,0.4983179059997201,6.5999666118621825,11.220927743911743,1.0353370930715755e-05,0.5827516657114029,0.0,12.995622906684876,0.2636518543623388,1.7299255564212799,1.281738320358272e-06,7.476806834347372e-06
