run,variant_id,variant_name,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,run_dir,log,real_E_MAE,real_E_MAE_aligned,real_E_corr,real_identity_drop,real_input_psnr,real_over,real_q_ece,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_E_corr,synthetic_identity_drop,synthetic_input_psnr,synthetic_over,synthetic_q_ece,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
p3b_m4j_m4_joint,M4J,m4_joint,1000,128,8,0,221.88126611709595,242.02356696128845,18.081791761398314,0.8062940106391907,0.2784604832082987,0.21527425368502737,0.2817509212537552,5.086168862342834,0.42897561103105547,19.580696802139283,0.7826520693302155,0.24479635136201977,2.376211973428726,16.508465394973754,0.7342845976352692,0.39858476016670463,1.2388226354122163,/home/user/a1_rlef_project/experiments/p3b_m4j_m4_joint_seed3407,/home/user/a1_rlef_project/logs/p3b_joint/p3b_m4j_m4_joint.log,0.5737851367890835,0.34553203113377096,0.5007488341629505,9.862481579780578,9.718215217590332,4.468055615689082e-05,0.5598338919878006,0.0,0.8401398251205683,0.6241092523932457,0.3690364879556,5.287537655830383,11.220927743911743,5.298755721923953e-05,0.5702216163277626,0.0,12.995622906684876,0.25716559107601644,1.7348894783258437,2.716064532251039e-06,0.00013971964865049812
p3b_m4j_es_m4_joint_eshape,M4J_ES,m4_joint_eshape,1000,128,8,1,215.36392188072205,236.00018668174744,17.9811068611145,0.8038888010978699,0.29185761863738297,0.19979707964509724,0.43985495356749743,4.985483946800232,0.41910166205465793,20.277040662765504,0.7918556445837021,0.22181059673428535,2.326902861595154,17.140526418685912,0.7430509057641029,0.38118875357322396,1.2214265888929368,/home/user/a1_rlef_project/experiments/p3b_m4j_es_m4_joint_eshape_seed3407,/home/user/a1_rlef_project/logs/p3b_joint/p3b_m4j_es_m4_joint_eshape.log,0.5644065717607737,0.3058271846175194,0.6482521766424179,10.558825459480286,9.718215217590332,2.976388921524631e-05,0.5509941506385804,0.0,0.7858886558935047,0.5171821771748364,0.7991548854112626,5.919598679542542,11.220927743911743,2.0593714070855638e-05,0.5765399113297462,0.0,12.995622906684876,0.2660055019073188,1.664234989643097,1.8310547557121027e-06,4.630533972795092e-05
