run,variant_id,variant_name,seed,backbone,backbone_blocks,gauge_mode,route_type,safe_alpha,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,real_E_corr,real_identity_drop,real_q_ece,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,synthetic_E_corr,synthetic_identity_drop,synthetic_q_ece,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_input_psnr,real_over,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_input_psnr,synthetic_over,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
phase2_dgb_rlef_minimal_s3407_multiscale_image_stats_gauge_safe_router,DGB_RLEF_MINIMAL_S3407,multiscale_image_stats_gauge_safe_router,3407,multiscale,3,image_stats,recoverability_safe_router,0.7,1000,128,8,0,105.1920714378357,124.47934031486511,17.75430307197571,0.8160762413740158,0.5305266555547714,0.19919930795580149,0.5276702798577025,4.758680165290833,0.40839267876744273,19.938993167877197,0.7717072099447251,0.24943566314876078,2.873386011123657,0.6788853275775909,10.220777959823609,0.508296138048172,18.479499568939207,0.77162861764431,0.2962524212524295,1.3810460126399995,0.8179605707526207,7.258571825027466,0.5538254341483116,/home/user/a1_rlef_project/experiments/phase2_dgb_rlef_minimal_s3407_multiscale_image_stats_gauge_safe_router_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/phase2_dgb_rlef_minimal_s3407_multiscale_image_stats_gauge_safe_router.yml,/home/user/a1_rlef_project/logs/phase2_dgb_candidate/phase2_dgb_rlef_minimal_s3407_multiscale_image_stats_gauge_safe_router.log,0.8720729269087315,0.3115637440234423,9.718215217590332,3.363888968578976e-05,1.8055556211038493e-07,0.8349265119433403,0.5714361369237304,11.220927743911743,3.4812644785233715e-05,0.0,12.995622906684876,0.26404609394818546,1.8797483952045442,3.0822754833934597e-06,0.0
