run,dataset,mode,psnr,ssim,lee,nai,input_psnr,identity_drop,q_ece,over,under,run_dir
p1_real_nogauge,real,nogauge,15.602279742558798,0.6876361891627312,0.28441611242791015,3.750326653321584,7.014954408009847,8.58732533454895,0.5703164388736089,0.0,0.0,/home/user/a1_rlef_project/experiments/p1_real_nogauge_seed3407
p1_real_fixed0p02,real,fixed0p02,17.17582090695699,0.6993949860334396,0.23145724584658942,3.7822466691335044,7.014954408009847,10.160866498947144,0.5669657215476036,0.0,0.0,/home/user/a1_rlef_project/experiments/p1_real_fixed0p02_seed3407
p1_synthetic_nogauge,synthetic,nogauge,14.318288564682007,0.5326357757051786,0.3375032749027014,2.134170984228452,11.565215746561686,2.753072818120321,0.6040343940258026,0.0,4.219714416346202e-05,/home/user/a1_rlef_project/experiments/p1_synthetic_nogauge_seed3407
p1_synthetic_fixed0p02,synthetic,fixed0p02,14.732435862223307,0.5400590399901072,0.2991328698893388,2.178470621506373,11.565215746561686,3.167220115661621,0.5826196198662122,6.028163625160232e-06,0.0,/home/user/a1_rlef_project/experiments/p1_synthetic_fixed0p02_seed3407
