run,variant_id,variant_name,base_variant,intervention,seed,backbone,backbone_blocks,gauge_mode,route_type,route_floor,e_shape,structure_preserve,safe_alpha,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,real_E_corr,real_identity_drop,real_q_ece,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,synthetic_E_corr,synthetic_identity_drop,synthetic_q_ece,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_input_psnr,real_over,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_input_psnr,synthetic_over,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
p2d_p2d_eshape010_struct002_eshape010_structure_preserve002,P2D_ESHAPE010_STRUCT002,eshape010_structure_preserve002,P2C_DGB_ESHAPE010,generic_structure_preserve,3407,multiscale,3,image_stats,identity_gate,0.0,0.01,0.02,0.7,1000,128,8,0,201.98437190055847,223.60838341712952,17.73330606842041,0.812150444984436,0.496210306301713,0.21603536613471805,0.4752013681601966,4.737683159828186,0.42553500160574914,19.781454792022704,0.7871846681833268,0.23925355896353723,2.765590249300003,0.7150781226158142,10.063239574432373,0.5462936884164811,18.541954746246336,0.7783482685685158,0.28489229975268243,1.3743727976083755,0.8103042766451836,7.321027002334595,0.5644194978475571,/home/user/a1_rlef_project/experiments/p2d_p2d_eshape010_struct002_eshape010_structure_preserve002_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2d_p2d_eshape010_struct002_eshape010_structure_preserve002.yml,/home/user/a1_rlef_project/logs/p2d_balanced_eshape_real_preserve/p2d_p2d_eshape010_struct002_eshape010_structure_preserve002.log,0.759282385930419,0.34486819997429846,9.718215217590332,4.700000040884333e-05,2.0833333564951316e-07,0.8425778213143349,0.6283138648234308,11.220927743911743,0.00017492223826138799,0.0,12.995622906684876,0.2660934812799096,1.8741629257202148,4.831949956496828e-06,1.5167237052992277e-05
p2d_p2d_eshape010_struct005_eshape010_structure_preserve005,P2D_ESHAPE010_STRUCT005,eshape010_structure_preserve005,P2C_DGB_ESHAPE010,generic_structure_preserve,3407,multiscale,3,image_stats,identity_gate,0.0,0.01,0.05,0.7,1000,128,8,1,200.2871868610382,221.6386272907257,17.863255617141725,0.8108830691576004,0.4961457515954971,0.21426061904802918,0.4718378476498183,4.8676327085494995,0.4101270036399364,19.54091272354126,0.774367960691452,0.25192669831216336,2.6155566644668578,0.6560977983474732,9.8226975107193,0.5391169519722462,18.398645191192628,0.7703885927796363,0.30801171431317925,1.3433883833885192,0.7844407498836518,7.177717456817627,0.5651671275496483,/home/user/a1_rlef_project/experiments/p2d_p2d_eshape010_struct005_eshape010_structure_preserve005_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2d_p2d_eshape010_struct005_eshape010_structure_preserve005.yml,/home/user/a1_rlef_project/logs/p2d_balanced_eshape_real_preserve/p2d_p2d_eshape010_struct005_eshape010_structure_preserve005.log,0.7581687933206558,0.3444035652279854,9.718215217590332,4.348611191744567e-05,1.1111111280115438e-06,0.8412511563301086,0.6268885632045567,11.220927743911743,0.0001799632906613624,0.0,12.995622906684876,0.26469016820192337,1.8242719906568527,5.360921462852275e-06,7.222493710287381e-06
