run,variant_id,variant_name,seed,backbone,backbone_blocks,domain_adapter,real_anchor_weight,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,real_psnr,real_ssim,real_E_corr,synthetic_psnr,synthetic_ssim,synthetic_E_corr,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_identity_drop,real_input_psnr,real_lee,real_nai,real_over,real_q_ece,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_identity_drop,synthetic_input_psnr,synthetic_lee,synthetic_nai,synthetic_over,synthetic_q_ece,synthetic_under,uefb_identity_drop,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_q_ece,uefb_under
p7c_p7c_dhead_ra015_m4j_eshape_multiscale_dhead_realanchor015,P7C_DHEAD_RA015,m4j_eshape_multiscale_dhead_realanchor015,3407,multiscale,3,head_bias,0.015,1000,128,8,0,106.16649675369263,124.82000732421875,17.953699825286865,0.8051476601362229,0.27483504166081546,0.19914320860803128,0.4470278415825451,19.08234190940857,0.779066509604454,0.7331856852769851,17.59127691268921,0.7699936720728874,0.8092554891109467,/home/user/a1_rlef_project/experiments/p7c_p7c_dhead_ra015_m4j_eshape_multiscale_dhead_realanchor015_seed3407,/home/user/a1_rlef_project/configs/p7c_realanchor_fine/p7c_p7c_dhead_ra015_m4j_eshape_multiscale_dhead_realanchor015.yml,/home/user/a1_rlef_project/logs/p7c_realanchor_fine/p7c_p7c_dhead_ra015_m4j_eshape_multiscale_dhead_realanchor015.log,0.3029346050322056,0.22841644816100598,9.36412670135498,9.718215217590332,0.251699566654861,2.709077237844467,2.3430555620507222e-05,0.5811873060464859,0.0,0.5613564099371433,0.48202726608142255,6.370349159240723,11.220927743911743,0.2969944852869958,1.3869853556156158,1.0398582207926666e-06,0.5960288214683532,0.0,4.958076913833618,12.995622906684876,0.27042116318643095,1.839232612490654,2.0345052689663134e-08,0.4328369915932417,0.0
p7c_p7c_dhead_ra020_m4j_eshape_multiscale_dhead_realanchor020,P7C_DHEAD_RA020,m4j_eshape_multiscale_dhead_realanchor020,3407,multiscale,3,head_bias,0.02,1000,128,8,0,103.8650689125061,122.69512367248535,17.441182653427123,0.803875899374485,0.2837089823260903,0.2015300880111754,0.42177311746566554,19.517017641067504,0.7841369026899337,0.7284530082345009,17.81974328994751,0.7724827456474305,0.8383346882462501,/home/user/a1_rlef_project/experiments/p7c_p7c_dhead_ra020_m4j_eshape_multiscale_dhead_realanchor020_seed3407,/home/user/a1_rlef_project/configs/p7c_realanchor_fine/p7c_p7c_dhead_ra020_m4j_eshape_multiscale_dhead_realanchor020.yml,/home/user/a1_rlef_project/logs/p7c_realanchor_fine/p7c_p7c_dhead_ra020_m4j_eshape_multiscale_dhead_realanchor020.log,0.32895902678370476,0.22917050756514074,9.798802433013917,9.718215217590332,0.2378565265983343,2.679576349258423,5.704166750547301e-05,0.5744156044721603,0.0,0.5245398822426796,0.4429815661907196,6.598815546035767,11.220927743911743,0.288364482820034,1.3571443557739258,2.170138936889998e-05,0.5958033180236817,0.0,4.4455597448349,12.995622906684876,0.28054073941707613,1.7868344756364822,1.383463543788821e-06,0.4352659672051668,0.0
p7c_p7c_dhead_ra030_m4j_eshape_multiscale_dhead_realanchor030,P7C_DHEAD_RA030,m4j_eshape_multiscale_dhead_realanchor030,3407,multiscale,3,head_bias,0.03,1000,128,8,0,103.47648668289185,122.33011317253113,18.061859645843505,0.8068479135632515,0.2970995016545057,0.19844352535903453,0.4474090172263095,18.640615673065184,0.7777219951152802,0.7390312588214875,17.681935844421385,0.770938574373722,0.8179379820823669,/home/user/a1_rlef_project/experiments/p7c_p7c_dhead_ra030_m4j_eshape_multiscale_dhead_realanchor030_seed3407,/home/user/a1_rlef_project/configs/p7c_realanchor_fine/p7c_p7c_dhead_ra030_m4j_eshape_multiscale_dhead_realanchor030.yml,/home/user/a1_rlef_project/logs/p7c_realanchor_fine/p7c_p7c_dhead_ra030_m4j_eshape_multiscale_dhead_realanchor030.log,0.3215243249386549,0.22989562667906285,8.922400465011597,9.718215217590332,0.2637667930871248,2.656374109983444,2.427777758839511e-05,0.5943529641628266,0.0,0.5780652642250061,0.5022751043271273,6.4610080909729,11.220927743911743,0.2937135061994195,1.3771656680107116,4.747178900288418e-07,0.5982280915975571,0.0,5.066236738204956,12.995622906684876,0.267112827796489,1.8597651636600494,7.629394967807457e-07,0.4337072083055973,0.0
