run,variant_id,variant_name,base_variant,intervention,seed,backbone,backbone_blocks,gauge_mode,route_type,route_floor,safe_alpha,steps,train_crop,batch_size,gpu,elapsed_sec_train,elapsed_sec_total,uefb_psnr,uefb_ssim,uefb_E_MAE,uefb_E_MAE_aligned,uefb_E_corr,uefb_identity_drop,uefb_q_ece,real_psnr,real_ssim,real_lee,real_nai,real_E_corr,real_identity_drop,real_q_ece,synthetic_psnr,synthetic_ssim,synthetic_lee,synthetic_nai,synthetic_E_corr,synthetic_identity_drop,synthetic_q_ece,run_dir,config,log,real_E_MAE,real_E_MAE_aligned,real_input_psnr,real_over,real_under,synthetic_E_MAE,synthetic_E_MAE_aligned,synthetic_input_psnr,synthetic_over,synthetic_under,uefb_input_psnr,uefb_lee,uefb_nai,uefb_over,uefb_under
p2c_p2c_dgb_gate_floor015_image_stats_gauge_original_gate_floor015,P2C_DGB_GATE_FLOOR015,image_stats_gauge_original_gate_floor015,P2B_DGB_GAUGE_ONLY,global_route_floor,3407,multiscale,3,image_stats,identity_gate,0.15,0.7,1000,128,8,0,0.0003457069396972656,0.0038559436798095703,17.695471151351928,0.808438618183136,0.5073194440007209,0.20012751933000983,0.4820942931827158,4.699848250389099,0.41237759694457055,19.65808457374573,0.7535478192567825,0.28866215400397777,2.867227511405945,0.7476908865571023,9.93986936569214,0.5115940058231354,17.635049047470094,0.7629695853590965,0.3315756311826408,1.3872815948724746,0.8662491965293885,6.414121308326721,0.5517446367442608,/home/user/a1_rlef_project/experiments/p2c_p2c_dgb_gate_floor015_image_stats_gauge_original_gate_floor015_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2c_p2c_dgb_gate_floor015_image_stats_gauge_original_gate_floor015.yml,/home/user/a1_rlef_project/logs/p2c_uefb_recovery/p2c_p2c_dgb_gate_floor015_image_stats_gauge_original_gate_floor015.log,0.7986109772324562,0.27839805029332637,9.718215217590332,3.320833380712429e-05,1.3888889043300879e-08,0.8150435383617878,0.5686493052449078,11.220927743911743,0.00017313639519670688,0.0,12.995622906684876,0.2788069523870945,1.8343998675346374,2.8177898120702595e-06,5.900065298192203e-07
p2c_p2c_dgb_gate_floor025_image_stats_gauge_original_gate_floor025,P2C_DGB_GATE_FLOOR025,image_stats_gauge_original_gate_floor025,P2B_DGB_GAUGE_ONLY,global_route_floor,3407,multiscale,3,image_stats,identity_gate,0.25,0.7,1000,128,8,1,0.00016999244689941406,0.0007634162902832031,17.684406219482423,0.8137821002006531,0.5175571191906929,0.20110117901861668,0.5338911259234883,4.688783310890198,0.40954006724059583,20.297293701171874,0.7871514838933945,0.241897037550807,2.6708247900009154,0.6514961254596711,10.579078497886657,0.5041783122718334,18.356176347732543,0.7710650706291199,0.3001769519224763,1.340089927315712,0.7922312563657761,7.135248599052429,0.5464461579918861,/home/user/a1_rlef_project/experiments/p2c_p2c_dgb_gate_floor025_image_stats_gauge_original_gate_floor025_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2c_p2c_dgb_gate_floor025_image_stats_gauge_original_gate_floor025.yml,/home/user/a1_rlef_project/logs/p2c_uefb_recovery/p2c_p2c_dgb_gate_floor025_image_stats_gauge_original_gate_floor025.log,0.8325405089557171,0.3335319174081087,9.718215217590332,6.637500165652454e-05,0.0,0.8143893596529961,0.5586841078288853,11.220927743911743,0.00021032262705830362,0.0,12.995622906684876,0.26403607966005804,1.8324219150543213,1.8931071506813168e-05,4.4759115553461015e-07
p2c_p2c_dgb_eshape025_image_stats_gauge_original_route_eshape025,P2C_DGB_ESHAPE025,image_stats_gauge_original_route_eshape025,P2B_DGB_GAUGE_ONLY,reduced_e_shape_weight,3407,multiscale,3,image_stats,identity_gate,0.0,0.7,1000,128,8,0,181.01332902908325,201.67036867141724,17.655403623580934,0.8113688169717789,0.496711218804121,0.2056511315498501,0.4878566942629404,4.659780717849731,0.40789674742519855,19.87253040313721,0.7772201353311539,0.27458496756851675,2.6124182736873625,0.7079405367374421,10.154315190315247,0.5313796530663967,18.186532611846925,0.7693936339020729,0.3225389558635652,1.3569806551933288,0.8387112683057785,6.965604872703552,0.5715270459651947,/home/user/a1_rlef_project/experiments/p2c_p2c_dgb_eshape025_image_stats_gauge_original_route_eshape025_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2c_p2c_dgb_eshape025_image_stats_gauge_original_route_eshape025.yml,/home/user/a1_rlef_project/logs/p2c_uefb_recovery/p2c_p2c_dgb_eshape025_image_stats_gauge_original_route_eshape025.log,0.7687552519142627,0.3158881702274084,9.718215217590332,3.362500056027784e-05,1.694444463282707e-06,0.8296367967128754,0.6057140302471816,11.220927743911743,0.00016861527245509933,2.690067890398495e-06,12.995622906684876,0.27314535207301377,1.815648864030838,5.218506132223411e-06,3.4332276414716036e-05
p2c_p2c_dgb_eshape010_image_stats_gauge_original_route_eshape010,P2C_DGB_ESHAPE010,image_stats_gauge_original_route_eshape010,P2B_DGB_GAUGE_ONLY,reduced_e_shape_weight,3407,multiscale,3,image_stats,identity_gate,0.0,0.7,1000,128,8,1,179.91355061531067,200.63126349449158,17.791856729507447,0.8146244399547576,0.48856734853982925,0.2104155578520149,0.4722174797245825,4.7962338218688965,0.4040145521014929,19.60370762825012,0.7680674201250076,0.2594033470004797,2.9053376853466033,0.7304461604356766,9.885492420196533,0.5210446256399155,18.587917642593382,0.7793978542089463,0.2971389385871589,1.39382047355175,0.8125532522797585,7.3669898986816404,0.5547962641716003,/home/user/a1_rlef_project/experiments/p2c_p2c_dgb_eshape010_image_stats_gauge_original_route_eshape010_seed3407,/home/user/a1_rlef_project/configs/dgb_rlef/p2c_p2c_dgb_eshape010_image_stats_gauge_original_route_eshape010.yml,/home/user/a1_rlef_project/logs/p2c_uefb_recovery/p2c_p2c_dgb_eshape010_image_stats_gauge_original_route_eshape010.log,0.7476295053213835,0.3144634659588337,9.718215217590332,3.511111116949905e-05,9.722222330310614e-08,0.8243847587704658,0.6070570895075798,11.220927743911743,0.0001633029496997551,1.582392906129826e-07,12.995622906684876,0.2641630193591118,1.8915299268960952,5.106608156893344e-06,4.954020326294994e-06
