dataset,image_id,method,source_path,niqe,mean_luma,over,under,dark_ratio,contrast,sharpness_proxy,noise_proxy
DICM,67.jpg,input_low,/home/user/a1_rlef_project/data/unpaired_real/DICM/67.jpg,5.2847544275685685,0.44935065507888794,0.00024479166666666665,0.0,0.00044010416666666666,0.1529206782579422,71.00995635986328,0.005613604560494423
DICM,67.jpg,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/DICM/67.png,5.286001958889003,0.4828057885169983,2.8645833333333333e-05,0.0,0.00011458333333333333,0.15454797446727753,64.8062515258789,0.004940309561789036
DICM,68.jpg,input_low,/home/user/a1_rlef_project/data/unpaired_real/DICM/68.jpg,6.6161279650445115,0.2756638824939728,0.0,0.0005494791666666666,0.03783854166666667,0.07887811958789825,10.904587745666504,0.0018523549661040306
DICM,68.jpg,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/DICM/68.png,6.350219876557649,0.5768125653266907,0.0,0.0,0.002442708333333333,0.10192220658063889,12.911877632141113,0.004302657209336758
DICM,69.jpg,input_low,/home/user/a1_rlef_project/data/unpaired_real/DICM/69.jpg,4.9697108596809745,0.45148876309394836,0.0,0.0002760416666666667,0.028119791666666668,0.1444965898990631,102.25308227539062,0.01142379455268383
DICM,69.jpg,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/DICM/69.png,5.2666642646084405,0.5025961399078369,0.0,0.0,0.01592447916666667,0.14319764077663422,96.92707061767578,0.011852994561195374
LIME,1.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/1.bmp,4.076626905473158,0.1421228051185608,1.838235294117647e-05,0.09017769607843137,0.6210396241830065,0.1696513444185257,262.0686950683594,0.0075421263463795185
LIME,1.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/1.png,4.146019503481003,0.2694491147994995,0.0,0.0,0.1076531862745098,0.18437279760837555,175.50262451171875,0.004443383309990168
LIME,10.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/10.bmp,4.922568423240496,0.07190831750631332,0.001140562425360253,0.24688968016677829,0.7501497369387304,0.07837003469467163,118.82425689697266,0.009132340550422668
LIME,10.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/10.png,4.775800587383244,0.29767510294914246,0.001114945515271948,0.0,0.04481983383164323,0.16372700035572052,109.54400634765625,0.004652211908251047
LIME,2.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/2.bmp,3.3999176381715115,0.15038815140724182,0.00011904761904761905,0.14565051020408162,0.4627636054421769,0.12663628160953522,347.5067443847656,0.016926422715187073
LIME,2.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/2.png,3.124472758018036,0.32490283250808716,0.0,0.0,0.04189625850340136,0.16500306129455566,231.8978729248047,0.011607510969042778
LIME,3.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/3.bmp,2.7987873998776314,0.17366690933704376,0.0,0.01924266666666667,0.20303466666666667,0.0912013128399849,388.2388610839844,0.02639646641910076
LIME,3.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/3.png,4.371034482674235,0.41348615288734436,0.0,0.0,0.021429333333333335,0.13158880174160004,255.41964721679688,0.014708701521158218
LIME,4.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/4.bmp,5.155848466034023,0.30748096108436584,0.0002800390752197981,0.09805275154672745,0.4419211983067405,0.2987147271633148,2971.167724609375,0.04179530590772629
LIME,4.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/4.png,4.8461568363284355,0.39499732851982117,0.0,0.0,0.11449039400846629,0.2931804656982422,1652.2490234375,0.020596325397491455
LIME,5.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/5.bmp,2.895869783903563,0.1935286670923233,0.002494333333333333,0.07319433333333333,0.314833,0.15560153126716614,353.1214294433594,0.012303958646953106
LIME,5.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/5.png,3.328397649406915,0.3486053943634033,9e-06,0.0,0.10566966666666666,0.18057934939861298,226.72312927246094,0.0023283264599740505
LIME,6.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/6.bmp,5.524510686362322,0.058036573231220245,0.0,0.37859911927434226,0.8525066807181302,0.08600974082946777,903.871826171875,0.018931685015559196
LIME,6.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/6.png,8.018258348768546,0.24649754166603088,0.0,0.0,0.0890605592984305,0.14861388504505157,584.0267333984375,0.005418672226369381
LIME,7.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/7.bmp,6.907666598052996,0.13446873426437378,0.001471604938271605,2.4691358024691357e-05,0.6073135802469136,0.16994330286979675,123.54975891113281,0.007116266060620546
LIME,7.bmp,P3c_RLEF_seed3407,/home/user/a1_rlef_project/results/hermes_audit/supplementary_noref/rlef_p3c_unpaired/LIME/7.png,5.979367292118612,0.4132029712200165,0.0,0.0,0.0,0.18017792701721191,80.11343383789062,0.01072782278060913
LIME,8.bmp,input_low,/home/user/a1_rlef_project/data/unpaired_real/LIME/8.bmp,4.235562668024081,0.10346009582281113,0.0,0.23734973441431367,0.6182834777746715,0.12594768404960632,146.9457244873047,0.009453346952795982
