status,n_train,n_test,positive_rate_train,positive_rate_test,logistic_auc,logistic_ece,logistic_acc@0.5,A_mean_auc,Q_risk_auc,sat_pred_auc,E_abs_auc,S_abs_auc,features,variant_id
ok,2800,1200,0.1510714292526245,0.16833333333333333,0.7781900434532432,0.2561714644978444,0.7025,0.2589138673386377,0.4894888787475942,0.5246235044346118,0.2971140300402786,0.46171551022837753,"mean_low,mean_pred,grad_low,A_mean,Q_risk,E_abs,S_abs,sat_pred",M4J_ES
ok,2800,1200,0.1510714292526245,0.16833333333333333,0.7778973789162483,0.25622736087068915,0.7025,0.2589138673386377,0.4894888787475942,0.5246235044346118,0.2971140300402786,0.46171551022837753,"mean_low,mean_pred,grad_low,A_mean,Q_risk,E_abs,S_abs,sat_pred",P3C_E0050_S3407
