variant_id,display,role,seed,e_shape,dataset,sample_index,name,psnr,ssim,lee,nai,input_psnr,identity_drop,q_ece,over,under,A_mean,Q_mean,mu_E,E_MAE,E_MAE_aligned,S_MAE,Gauge_MAE,S_corr,E_corr,mu_pred,mu_gt
M4,M4 A-gate,counterexample,3407,,uefb,10,test_00010,14.546119689941406,0.7363748550415039,0.37529265880584717,2.5216381549835205,8.084701538085938,6.461418151855469,0.36929020285606384,0.0,0.0,0.5062687397003174,1.0,1.497575283050537,0.4864503741264343,0.42390453815460205,0.42390453815460205,0.32259106636047363,-0.3637218177318573,-0.3637218177318573,1.497575283050537,1.8201663494110107
M4,M4 A-gate,counterexample,3407,,uefb,11,test_00011,15.877603530883789,0.8426756858825684,0.2554103136062622,3.147233724594116,7.30988883972168,8.56771469116211,0.35840916633605957,0.0,0.0,0.54326331615448,1.0,1.5832089185714722,0.20087045431137085,0.20192641019821167,0.20192641019821167,0.1232532262802124,0.3445498049259186,0.3445498049259186,1.5832089185714722,1.7064621448516846
M4,M4 A-gate,counterexample,3407,,uefb,12,test_00012,28.715286254882812,0.9587981700897217,0.03939811885356903,1.0660755634307861,20.89674949645996,7.818536758422852,0.367740273475647,0.0,0.0,0.28325319290161133,1.0,0.13889949023723602,0.0591086745262146,0.05881313234567642,0.05881313234567642,0.027567729353904724,0.13077235221862793,0.13077235221862793,0.13889946043491364,0.16646718978881836
M4,M4 A-gate,counterexample,3407,,uefb,13,test_00013,29.28740692138672,0.9865099787712097,0.03859197348356247,1.0405703783035278,22.23150062561035,7.055906295776367,0.4332737326622009,0.0,0.0,0.2480875849723816,1.0,0.09502197057008743,0.0712212324142456,0.062146950513124466,0.062146950513124466,0.04556247591972351,0.07808563113212585,0.07808563113212585,0.09502200782299042,0.14058448374271393
M4,M4 A-gate,counterexample,3407,,uefb,14,test_00014,28.230056762695312,0.9696895480155945,0.05842660740017891,1.0581763982772827,27.077119827270508,1.1529369354248047,0.4631834030151367,0.0,0.0,0.28119391202926636,1.0,0.10494902729988098,0.08470005542039871,0.0771295428276062,0.0771295428276062,0.028881505131721497,-0.13564884662628174,-0.13564884662628174,0.10494904220104218,0.07606753706932068
M4,M4 A-gate,counterexample,3407,,uefb,15,test_00015,26.999351501464844,0.9397071599960327,0.10597473382949829,1.0528274774551392,29.984088897705078,-2.9847373962402344,0.6095597743988037,0.0,0.0,0.2767195999622345,1.0,0.16337040066719055,0.11122278869152069,0.07340729236602783,0.07340729236602783,0.09283380210399628,-0.18108730018138885,-0.18108730018138885,0.16337040066719055,0.07053659856319427
M4,M4 A-gate,counterexample,3407,,uefb,16,test_00016,18.753427505493164,0.7444089651107788,0.23418539762496948,1.8001617193222046,10.25691032409668,8.496517181396484,0.4178497791290283,0.0,0.0,0.5116975903511047,1.0,1.3861292600631714,0.37438124418258667,0.36806339025497437,0.36806339025497437,0.16299796104431152,-0.3244669437408447,-0.3244669437408447,1.386129379272461,1.5491273403167725
M4,M4 A-gate,counterexample,3407,,uefb,17,test_00017,19.15808868408203,0.8394390940666199,0.17048193514347076,1.806830644607544,9.105807304382324,10.052281379699707,0.3534736931324005,0.0,0.0,0.6037911176681519,1.0,0.9422926902770996,0.35682275891304016,0.3557821810245514,0.3557821810245514,0.05052536725997925,-0.5161105990409851,-0.5161105990409851,0.9422926306724548,0.9928179979324341
M4,M4 A-gate,counterexample,3407,,uefb,18,test_00018,15.919995307922363,0.8656661510467529,0.24612313508987427,3.091432809829712,6.209765434265137,9.710229873657227,0.39087891578674316,0.0,0.0,0.5961503982543945,1.0,1.4513670206069946,0.29287588596343994,0.24767355620861053,0.24767355620861053,0.20953774452209473,-0.20220452547073364,-0.20220452547073364,1.4513670206069946,1.6609047651290894
M4,M4 A-gate,counterexample,3407,,uefb,19,test_00019,17.872966766357422,0.8485301733016968,0.2503947615623474,2.4692935943603516,9.083760261535645,8.789206504821777,0.3876771926879883,0.0,0.0,0.48914849758148193,1.0,1.2934608459472656,0.2629624009132385,0.20193928480148315,0.20193928480148315,0.19893133640289307,-0.2114773392677307,-0.2114773392677307,1.2934608459472656,1.4923921823501587
M4,M4 A-gate,counterexample,3407,,uefb,20,test_00020,30.322940826416016,0.9505404829978943,0.04753249138593674,0.9995912909507751,24.915159225463867,5.407781600952148,0.4313057065010071,0.0,0.0008697509765625,0.17997094988822937,1.0,0.05887531489133835,0.10564829409122467,0.10201749205589294,0.10201749205589294,0.06491129100322723,-0.0342983677983284,-0.0342983677983284,0.058875393122434616,0.12378668785095215
M4,M4 A-gate,counterexample,3407,,uefb,21,test_00021,13.21855640411377,0.6756833791732788,0.3457123041152954,2.0746800899505615,7.108493328094482,6.110063076019287,0.2613363265991211,0.0,0.0,0.55401211977005,1.0,1.643802523612976,0.41371119022369385,0.3665173053741455,0.3665173053741455,0.22481262683868408,-0.20833393931388855,-0.20833393931388855,1.643802523612976,1.8686151504516602
M4,M4 A-gate,counterexample,3407,,uefb,22,test_00022,16.25665855407715,0.7990220785140991,0.28640592098236084,2.7458291053771973,6.685873031616211,9.570785522460938,0.39386796951293945,0.0,0.0,0.5882631540298462,1.0,1.4469246864318848,0.27419957518577576,0.19001327455043793,0.19001327455043793,0.1844923496246338,-0.2589574456214905,-0.2589574456214905,1.4469246864318848,1.6314170360565186
M4,M4 A-gate,counterexample,3407,,uefb,23,test_00023,14.198155403137207,0.7216119766235352,0.3192574679851532,1.9599450826644897,7.168278217315674,7.029877185821533,0.3422113358974457,0.0,0.0,0.6041200160980225,1.0,1.2857578992843628,0.443891704082489,0.4438421130180359,0.4438421130180359,0.00029075145721435547,0.18680408596992493,0.18680408596992493,1.2857578992843628,1.2854671478271484
M4,M4 A-gate,counterexample,3407,,uefb,24,test_00024,16.201520919799805,0.9061670303344727,0.2693575322628021,2.0482337474823,12.579803466796875,3.6217174530029297,0.6086458563804626,0.0,0.0,0.6750418543815613,1.0,0.9440418481826782,0.3758607506752014,0.1647723913192749,0.1647723913192749,0.36210334300994873,0.3674536347389221,0.3674536347389221,0.9440418481826782,0.5819385051727295
M4,M4 A-gate,counterexample,3407,,uefb,25,test_00025,23.14080810546875,0.9610633254051208,0.1272280365228653,1.154699444770813,22.633926391601562,0.5068817138671875,0.4370990991592407,0.0,0.0,0.40861254930496216,1.0,0.30660054087638855,0.16908347606658936,0.07415997982025146,0.07415997982025146,0.16204825043678284,0.18202751874923706,0.18202751874923706,0.30660054087638855,0.1445522904396057
M4,M4 A-gate,counterexample,3407,,uefb,26,test_00026,19.229656219482422,0.8121058344841003,0.15929129719734192,1.0547724962234497,8.306209564208984,10.923446655273438,0.35725945234298706,0.0,0.0,0.6085083484649658,1.0,1.1554092168807983,0.2578825354576111,0.2578039765357971,0.2578039765357971,0.01421976089477539,-0.2419038861989975,-0.2419038861989975,1.1554090976715088,1.1696288585662842
M4,M4 A-gate,counterexample,3407,,uefb,27,test_00027,14.748601913452148,0.7967203855514526,0.2722732424736023,1.5794930458068848,8.814844131469727,5.933757781982422,0.29417115449905396,0.0,0.0,0.5520083904266357,1.0,0.9434487819671631,0.3677213788032532,0.3683445453643799,0.3683445453643799,0.008772969245910645,-0.08684606105089188,-0.08684606105089188,0.9434488415718079,0.9522218108177185
M4,M4 A-gate,counterexample,3407,,uefb,28,test_00028,10.850358009338379,0.6933890581130981,0.4274725019931793,0.6757543683052063,5.730406761169434,5.119951248168945,0.3462546467781067,0.0,0.0,0.511825680732727,1.0,1.6582328081130981,0.6519195437431335,0.3990192413330078,0.3990192413330078,0.6295325756072998,-0.39174923300743103,-0.39174923300743103,1.6582329273223877,2.2877655029296875
M4,M4 A-gate,counterexample,3407,,uefb,29,test_00029,17.764049530029297,0.8101013898849487,0.23583830893039703,2.322763442993164,8.788113594055176,8.975935935974121,0.2900383770465851,0.0,0.0,0.530014157295227,1.0,1.1797285079956055,0.40244993567466736,0.3805760145187378,0.3805760145187378,0.24816274642944336,-0.5517675280570984,-0.5517675280570984,1.1797285079956055,1.4278912544250488
M4,M4 A-gate,counterexample,3407,,uefb,30,test_00030,14.815516471862793,0.8732747435569763,0.2986903488636017,0.9503510594367981,14.396090507507324,0.41942596435546875,0.12248317897319794,0.0,0.0,0.17791351675987244,1.0,0.026411164551973343,0.10181614756584167,0.09403353929519653,0.09403353929519653,0.0422702319920063,0.33983954787254333,0.33983954787254333,0.026411186903715134,0.06868141889572144
M4,M4 A-gate,counterexample,3407,,uefb,31,test_00031,24.328414916992188,0.9673131704330444,0.14470015466213226,1.036403775215149,43.24195098876953,-18.913536071777344,0.7530436515808105,0.0,1.0172526344831567e-05,0.2635866105556488,1.0,0.13171209394931793,0.14596936106681824,0.07735507190227509,0.07735507190227509,0.1269655078649521,-0.002423399593681097,-0.002423399593681097,0.13171210885047913,0.004746596794575453
M4,M4 A-gate,counterexample,3407,,uefb,32,test_00032,18.02268409729004,0.8456616401672363,0.41206231713294983,1.2579540014266968,29.231094360351562,-11.208410263061523,0.5333617925643921,0.0,0.0,0.3855287432670593,1.0,0.5565303564071655,0.4297187030315399,0.07490633428096771,0.07490633428096771,0.4296759366989136,-0.06979238241910934,-0.06979238241910934,0.5565304756164551,0.1268545240163803
M4,M4 A-gate,counterexample,3407,,uefb,33,test_00033,17.11876678466797,0.805457592010498,0.3104194104671478,1.6201083660125732,10.193870544433594,6.924896240234375,0.3278512954711914,0.0,0.0,0.46321603655815125,1.0,1.041330099105835,0.3490212857723236,0.3510090708732605,0.3510090708732605,0.07624125480651855,0.11214706301689148,0.11214706301689148,1.041330099105835,1.1175713539123535
M4,M4 A-gate,counterexample,3407,,uefb,34,test_00034,16.119091033935547,0.7894188165664673,0.2872845232486725,1.6887738704681396,9.917613983154297,6.20147705078125,0.27316147089004517,0.0,0.0,0.5543557405471802,1.0,1.015701174736023,0.34636640548706055,0.34638404846191406,0.34638404846191406,0.0007327795028686523,-0.6022749543190002,-0.6022749543190002,1.015701174736023,1.0149683952331543
M4,M4 A-gate,counterexample,3407,,uefb,35,test_00035,15.710040092468262,0.7814213633537292,0.29214292764663696,1.953852653503418,9.475985527038574,6.2340545654296875,0.49290329217910767,0.0,0.0,0.6288673877716064,1.0,1.183267593383789,0.36924076080322266,0.34580135345458984,0.34580135345458984,0.0870506763458252,-0.4194658100605011,-0.4194658100605011,1.183267593383789,1.0962169170379639
M4,M4 A-gate,counterexample,3407,,uefb,36,test_00036,17.6146297454834,0.8788995146751404,0.16153889894485474,5.423331260681152,5.769500255584717,11.845129013061523,0.330746591091156,0.0,0.0,0.6542736291885376,1.0,1.8528321981430054,0.23409554362297058,0.23368829488754272,0.23368829488754272,0.13172483444213867,-0.3709883689880371,-0.3709883689880371,1.852832317352295,1.9845571517944336
M4,M4 A-gate,counterexample,3407,,uefb,37,test_00037,14.74410629272461,0.8048938512802124,0.31158140301704407,3.3217806816101074,6.962001323699951,7.782104969024658,0.38453060388565063,0.0,0.0,0.6016274690628052,1.0,1.5609064102172852,0.3596784472465515,0.3580847680568695,0.3580847680568695,0.07043373584747314,0.07225097715854645,0.07225097715854645,1.5609062910079956,1.6313400268554688
M4,M4 A-gate,counterexample,3407,,uefb,38,test_00038,18.938858032226562,0.7693445086479187,0.24899712204933167,2.165900707244873,9.34528636932373,9.593571662902832,0.3404228687286377,0.0,0.0,0.4982016384601593,1.0,1.6528606414794922,0.2735700309276581,0.2720770835876465,0.2720770835876465,0.0777139663696289,0.0018068270292133093,0.0018068270292133093,1.6528606414794922,1.730574607849121
M4,M4 A-gate,counterexample,3407,,uefb,39,test_00039,14.96130084991455,0.721993625164032,0.332038551568985,3.0917530059814453,6.160393714904785,8.800907135009766,0.352741539478302,0.0,0.0,0.5766251683235168,1.0,1.9612843990325928,0.26556897163391113,0.20970198512077332,0.20970198512077332,0.2138969898223877,0.13295696675777435,0.13295696675777435,1.9612843990325928,2.1751813888549805
M4,M4 A-gate,counterexample,3407,,uefb,40,test_00040,18.808887481689453,0.8220360279083252,0.18054413795471191,1.6685774326324463,9.82676887512207,8.982118606567383,0.41819190979003906,0.0,0.0,0.5696646571159363,1.0,0.8805891275405884,0.27101850509643555,0.27446651458740234,0.27446651458740234,0.055011630058288574,-0.1587591916322708,-0.1587591916322708,0.8805891275405884,0.935600757598877
M4,M4 A-gate,counterexample,3407,,uefb,41,test_00041,18.967504501342773,0.7668336629867554,0.25764140486717224,1.639678716659546,13.387545585632324,5.579958915710449,0.339982271194458,0.0,0.0,0.4682271480560303,1.0,1.249826431274414,0.2783489227294922,0.2642340660095215,0.2642340660095215,0.10726869106292725,-0.17290619015693665,-0.17290619015693665,1.249826431274414,1.1425577402114868
M4,M4 A-gate,counterexample,3407,,uefb,42,test_00042,14.921821594238281,0.5906808376312256,0.4578911066055298,1.9993644952774048,7.846756458282471,7.0750651359558105,0.42064738273620605,0.0,0.0,0.4929015040397644,1.0,1.5973334312438965,0.37872588634490967,0.3137742280960083,0.3137742280960083,0.3265507221221924,-0.09215313196182251,-0.09215313196182251,1.5973334312438965,1.9238841533660889
M4,M4 A-gate,counterexample,3407,,uefb,43,test_00043,17.172882080078125,0.7280759215354919,0.2759130001068115,2.278959274291992,7.800447463989258,9.372434616088867,0.37322038412094116,0.0,0.0,0.5688104629516602,1.0,1.6162381172180176,0.3708600401878357,0.38566288352012634,0.38566288352012634,0.2028942108154297,-0.3668346107006073,-0.3668346107006073,1.6162381172180176,1.8191323280334473
M4,M4 A-gate,counterexample,3407,,uefb,44,test_00044,20.100757598876953,0.8790878653526306,0.06291377544403076,0.9756966829299927,17.958559036254883,2.1421985626220703,0.2521219253540039,0.0,0.0,0.1893981695175171,1.0,0.03874468803405762,0.06795357912778854,0.07099354267120361,0.07099354267120361,0.011648435145616531,-0.021293165162205696,-0.021293165162205696,0.038744740188121796,0.05039317533373833
M4,M4 A-gate,counterexample,3407,,uefb,45,test_00045,17.544767379760742,0.7125040888786316,0.41179537773132324,3.4917120933532715,8.513585090637207,9.031182289123535,0.3317285180091858,0.0,0.0,0.48834428191185,1.0,1.7191249132156372,0.3730509281158447,0.33440864086151123,0.33440864086151123,0.25037598609924316,-0.40808382630348206,-0.40808382630348206,1.7191247940063477,1.9695007801055908
M4,M4 A-gate,counterexample,3407,,uefb,46,test_00046,18.77016830444336,0.832817554473877,0.18334344029426575,0.7088209390640259,8.476964950561523,10.293203353881836,0.44170188903808594,0.0,0.0,0.6171231865882874,1.0,1.3168808221817017,0.28997719287872314,0.287368506193161,0.287368506193161,0.04212653636932373,-0.3724813759326935,-0.3724813759326935,1.3168808221817017,1.274754285812378
M4,M4 A-gate,counterexample,3407,,uefb,47,test_00047,16.85406494140625,0.8231998682022095,0.24825620651245117,1.4875117540359497,10.039005279541016,6.815059661865234,0.4260650873184204,0.0,0.0,0.5200028419494629,1.0,0.7391613125801086,0.34367263317108154,0.3398613929748535,0.3398613929748535,0.10911643505096436,-0.42473629117012024,-0.42473629117012024,0.7391612529754639,0.8482776880264282
M4,M4 A-gate,counterexample,3407,,uefb,48,test_00048,19.844337463378906,0.6711102724075317,0.22765028476715088,1.582154393196106,10.567727088928223,9.276610374450684,0.3989984393119812,0.0,0.0,0.5360156893730164,1.0,1.6215723752975464,0.30034032464027405,0.30168572068214417,0.30168572068214417,0.028847336769104004,-0.3842591941356659,-0.3842591941356659,1.6215722560882568,1.6504195928573608
M4,M4 A-gate,counterexample,3407,,uefb,49,test_00049,15.989079475402832,0.6361439228057861,0.2961510419845581,1.8806052207946777,7.843269348144531,8.1458101272583,0.4097406268119812,0.0,0.0,0.5483170747756958,1.0,1.899428129196167,0.3990029990673065,0.3620688319206238,0.3620688319206238,0.17741870880126953,-0.2550934851169586,-0.2550934851169586,1.899428129196167,2.0768468379974365
M4,M4 A-gate,counterexample,3407,,uefb,50,test_00050,14.082271575927734,0.7467676997184753,0.3001875877380371,2.538299798965454,5.938632011413574,8.14363956451416,0.22047951817512512,0.0,0.0,0.606260359287262,1.0,1.7780803442001343,0.21561205387115479,0.22241787612438202,0.22241787612438202,0.1149129867553711,-0.4707833528518677,-0.4707833528518677,1.7780804634094238,1.892993450164795
M4,M4 A-gate,counterexample,3407,,uefb,51,test_00051,23.9588565826416,0.9369208216667175,0.08398978412151337,1.048718810081482,19.142606735229492,4.816249847412109,0.4336536228656769,0.0,0.0,0.2719733715057373,1.0,0.1212732195854187,0.10016768425703049,0.07498520612716675,0.07498520612716675,0.07566849887371063,-0.026595016941428185,-0.026595016941428185,0.12127320468425751,0.19694170355796814
M4,M4 A-gate,counterexample,3407,,uefb,52,test_00052,17.351272583007812,0.7843319773674011,0.3231503963470459,1.962918996810913,9.713054656982422,7.638217926025391,0.37449830770492554,0.0,0.0,0.47962599992752075,1.0,1.223059058189392,0.45094847679138184,0.40634816884994507,0.40634816884994507,0.26945555210113525,-0.3564937114715576,-0.3564937114715576,1.223059058189392,1.4925146102905273
M4,M4 A-gate,counterexample,3407,,uefb,53,test_00053,17.07269859313965,0.8639733195304871,0.21101273596286774,1.1893223524093628,11.096933364868164,5.975765228271484,0.3455389142036438,0.0,0.0,0.5218668580055237,1.0,0.6339316368103027,0.28274935483932495,0.27879324555397034,0.27879324555397034,0.024513840675354004,-0.11087539792060852,-0.11087539792060852,0.6339316368103027,0.6094177961349487
M4,M4 A-gate,counterexample,3407,,uefb,54,test_00054,18.851757049560547,0.8492094874382019,0.26288267970085144,3.46293306350708,9.713361740112305,9.138395309448242,0.3415623903274536,0.0,0.0,0.523433268070221,1.0,1.659926414489746,0.27926135063171387,0.26014241576194763,0.26014241576194763,0.07898259162902832,-0.04388994723558426,-0.04388994723558426,1.659926414489746,1.5809438228607178
M4,M4 A-gate,counterexample,3407,,uefb,55,test_00055,15.304874420166016,0.8881163597106934,0.3432970941066742,1.1986792087554932,30.973861694335938,-15.668987274169922,0.6976651549339294,0.0,0.0,0.5213724970817566,1.0,0.4798497259616852,0.4149622321128845,0.05890631675720215,0.05890631675720215,0.41485294699668884,-0.33962199091911316,-0.33962199091911316,0.47984975576400757,0.06499680876731873
M4,M4 A-gate,counterexample,3407,,uefb,56,test_00056,14.390300750732422,0.7953366041183472,0.326676607131958,2.7805089950561523,5.961139678955078,8.429161071777344,0.38948798179626465,0.0,0.0,0.5849339365959167,1.0,1.480649709701538,0.39009585976600647,0.3078773617744446,0.3078773617744446,0.33362555503845215,-0.4903588891029358,-0.4903588891029358,1.480649709701538,1.8142752647399902
M4,M4 A-gate,counterexample,3407,,uefb,57,test_00057,17.874853134155273,0.7809838652610779,0.32419371604919434,3.720634937286377,10.0233154296875,7.851537704467773,0.28077054023742676,0.0,0.0,0.4768291115760803,1.0,1.9933110475540161,0.23905205726623535,0.23672036826610565,0.23672036826610565,0.04336261749267578,0.07244599610567093,0.07244599610567093,1.9933109283447266,2.0366735458374023
M4,M4 A-gate,counterexample,3407,,uefb,58,test_00058,31.093473434448242,0.9246107935905457,0.04313301295042038,1.5430151224136353,32.78255081176758,-1.689077377319336,0.5307880640029907,0.0,0.0,0.21286094188690186,1.0,0.05817674845457077,0.09745451807975769,0.09933695197105408,0.09933695197105408,0.03056047111749649,0.06480025500059128,0.06480025500059128,0.058176856487989426,0.027616385370492935
M4,M4 A-gate,counterexample,3407,,uefb,59,test_00059,25.046703338623047,0.9607961177825928,0.11651793122291565,1.0555877685546875,36.32286834716797,-11.276165008544922,0.6415994167327881,0.0,0.0,0.27241945266723633,1.0,0.12970031797885895,0.12623438239097595,0.08567002415657043,0.08567002415657043,0.10646280646324158,-0.1600211262702942,-0.1600211262702942,0.12970028817653656,0.023237479850649834
M4,M4 A-gate,counterexample,3407,,uefb,60,test_00060,10.683195114135742,0.7475692629814148,0.4192407727241516,1.324436902999878,6.998835563659668,3.684359550476074,0.31746160984039307,0.0,0.0,0.4942680895328522,1.0,0.7200602889060974,0.357038676738739,0.3178373873233795,0.3178373873233795,0.14219903945922852,-0.06702449172735214,-0.06702449172735214,0.7200603485107422,0.8622593879699707
M4,M4 A-gate,counterexample,3407,,uefb,61,test_00061,30.39726448059082,0.9845333099365234,0.056414783000946045,1.0174793004989624,31.13562774658203,-0.7383632659912109,0.5841618776321411,0.0,0.0,0.2592405676841736,1.0,0.10413788259029388,0.07852855324745178,0.04753280058503151,0.04753280058503151,0.05464208498597145,-0.202540785074234,-0.202540785074234,0.10413791239261627,0.04949582740664482
M4,M4 A-gate,counterexample,3407,,uefb,62,test_00062,15.92918872833252,0.6901041865348816,0.2922065556049347,1.3617130517959595,7.327780246734619,8.601408004760742,0.42703723907470703,0.0,0.0,0.5667585134506226,1.0,1.5469452142715454,0.24217891693115234,0.20837657153606415,0.20837657153606415,0.17979907989501953,0.13147972524166107,0.13147972524166107,1.546945333480835,1.7267444133758545
M4,M4 A-gate,counterexample,3407,,uefb,63,test_00063,16.412948608398438,0.8831123113632202,0.19074298441410065,1.364701509475708,11.780017852783203,4.632930755615234,0.2909352779388428,0.0,0.0,0.4851464331150055,1.0,0.5069847702980042,0.232669398188591,0.22459472715854645,0.22459472715854645,0.08210867643356323,0.030058346688747406,0.030058346688747406,0.5069847702980042,0.5890934467315674
M4,M4 A-gate,counterexample,3407,,real,0,low00690,14.720171928405762,0.7039427757263184,0.6289389133453369,2.1282124519348145,8.091463088989258,6.628708839416504,0.7286110520362854,0.00020694444538094103,0.0,0.4552495777606964,1.0,1.4993255138397217,0.7580318450927734,0.4000835716724396,0.4000835716724396,0.746375560760498,-0.38220733404159546,-0.38220733404159546,1.4993255138397217,2.2457010746002197
M4,M4 A-gate,counterexample,3407,,real,1,low00691,14.714040756225586,0.6866480708122253,0.6284582614898682,2.128755569458008,8.088340759277344,6.625699996948242,0.7011741995811462,0.00019861111650243402,0.0,0.45551207661628723,1.0,1.5032093524932861,0.757861316204071,0.40748855471611023,0.40748855471611023,0.7456271648406982,-0.38192811608314514,-0.38192811608314514,1.5032093524932861,2.2488365173339844
M4,M4 A-gate,counterexample,3407,,real,2,low00692,16.144420623779297,0.6944521069526672,0.4808245897293091,2.7989296913146973,7.771087646484375,8.373332977294922,0.6362292766571045,0.0,0.0,0.4777475595474243,1.0,1.9138672351837158,0.7106481790542603,0.5481886863708496,0.5481886863708496,0.7063443660736084,-0.41111665964126587,-0.41111665964126587,1.9138672351837158,2.620211601257324
M4,M4 A-gate,counterexample,3407,,real,3,low00693,16.170690536499023,0.7010622620582581,0.48881450295448303,2.7988038063049316,7.793710708618164,8.37697982788086,0.6367747187614441,0.0,0.0,0.4755505919456482,1.0,1.9010233879089355,0.7316049933433533,0.5420765280723572,0.5420765280723572,0.7279952764511108,-0.36749735474586487,-0.36749735474586487,1.901023507118225,2.629018783569336
M4,M4 A-gate,counterexample,3407,,real,4,low00694,16.96059799194336,0.7390755414962769,0.40237748622894287,3.1388351917266846,7.230123996734619,9.730474472045898,0.608765184879303,0.0,0.0,0.5136916637420654,1.0,1.9400649070739746,0.6777995228767395,0.5768376588821411,0.5768376588821411,0.6693899631500244,-0.48899614810943604,-0.48899614810943604,1.9400649070739746,2.609454870223999
M4,M4 A-gate,counterexample,3407,,real,5,low00695,16.985424041748047,0.740796685218811,0.40144437551498413,3.1416854858398438,7.228944778442383,9.756479263305664,0.6099661588668823,0.0,0.0,0.5138991475105286,1.0,1.9420279264450073,0.6773750185966492,0.5771059393882751,0.5771059393882751,0.6692162752151489,-0.49404460191726685,-0.49404460191726685,1.9420279264450073,2.6112442016601562
