variant_id,dataset,n,display,role,seed,e_shape,psnr,psnr_std,ssim,ssim_std,lee,lee_std,nai,nai_std,identity_drop,identity_drop_std,E_MAE,E_MAE_std,S_MAE,S_MAE_std,Gauge_MAE,Gauge_MAE_std,S_corr,S_corr_std,q_ece,q_ece_std,over,over_std,under,under_std,A_mean,A_mean_std,mu_E,mu_E_std
P3C_E0050_S3407,uefb,500,P3c e=0.05 seed3407,default_3seed,3407,0.05,17.9811068611145,4.863002738673659,0.8038888010978699,0.08817598532836145,0.2660055019073188,0.13205972197003576,1.664234989643097,0.7425308788603455,4.985483946800232,5.40645819097149,0.29185761863738297,0.13559882816294538,0.19979707964509724,0.08280046261885564,0.22219593766331672,0.16153042687896527,0.43985495356749743,0.32185185903673075,0.41910166205465793,0.10882511097460651,1.8310547557121027e-06,2.651341021875346e-05,4.630533972795092e-05,0.00024898210192694526,0.4253588814735413,0.1563741897712825,0.9708795770704747,0.5254807211528588
P3C_E0050_S42,real,100,P3c e=0.05 seed42,default_3seed,42,0.05,19.870283222198488,2.6737825685405507,0.7788351607322693,0.06411038556314319,0.23765803061425686,0.10696610370213822,2.3178249263763426,0.40138589209150766,10.152068009376526,3.110728899521046,0.29358872435986993,0.13174476062699164,0.2128353490680456,0.10563918113599403,0.22174023509025573,0.16172634418627818,0.7485140642523765,0.07849583875210932,0.5487538772821426,0.10526514595204679,9.444444467590074e-06,3.4942901556490356e-05,0.0,0.0,0.5624643009901047,0.036804877985500244,2.1661527943611145,0.48033862762112617
P3C_E0050_S42,synthetic,100,P3c e=0.05 seed42,default_3seed,42,0.05,18.515141887664797,4.026451462951708,0.77252271682024,0.10828020404669193,0.2841420426405966,0.1622825087402014,1.3579815715551375,0.3387461424746662,7.294214148521423,3.5429000130240174,0.4611134346947074,0.27569038467178625,0.37499629743397234,0.27994499773092996,0.30105005940422414,0.229951509458634,0.8679296773672104,0.07618295837903336,0.5468546313047409,0.08628093453210985,6.295663223227166e-05,0.0002860750580997699,0.0,0.0,0.5018400050699711,0.07287057936374056,1.4071342346072198,0.6651901575615647
P3C_E0050_S42,uefb,500,P3c e=0.05 seed42,default_3seed,42,0.05,17.61270069503784,3.412681431522583,0.8080207085609437,0.0800883053218441,0.268598179385066,0.12368165422418459,1.7515775419473647,0.747609354025764,4.617077789306641,6.9243725623725085,0.2760694233626127,0.12007519101849745,0.21123550217598677,0.07651169432832762,0.17630584838986396,0.14874103439457012,0.4339875929350965,0.33022703294832156,0.42351403763890266,0.11632050344268126,1.9124348982586524e-06,2.9384948115876813e-05,2.13623046875e-07,4.77675654373124e-06,0.5033204278349876,0.10072814446272037,1.1248904853472486,0.6311955355012848
P3D_E0100_S2027,real,100,P3d e=0.10 seed2027,stronger_shape_control,2027,0.1,19.386915254592896,3.1765058237086183,0.7673750048875809,0.07643231246700438,0.2500830686092377,0.14236659322034026,2.2908436453342436,0.5119164561324303,9.668700041770935,3.07722513411837,0.3347981745004654,0.14077715647701985,0.24614502221345902,0.10121543499929289,0.24683510303497314,0.1728827471040357,0.6970379179716111,0.09266511728028001,0.5751612982153893,0.10633595915710002,6.511111222152976e-05,0.00022378539178374677,0.0,0.0,0.47667633056640624,0.05850285886744641,2.1932515466213225,0.5501394098250038
P3D_E0100_S2027,synthetic,100,P3d e=0.10 seed2027,stronger_shape_control,2027,0.1,17.039801750183106,4.7147795838121835,0.7408362227678299,0.10608675305358942,0.3754720368422568,0.1959059188604983,1.2647284984588623,0.29137947170548395,5.818874011039734,3.1798724593933643,0.547413765490055,0.30776732306311966,0.427898319773376,0.2840399698220664,0.41340484619140627,0.29202140634778956,0.8644357705116272,0.08514863141327586,0.550521242916584,0.10418701447569659,0.0007314724502248282,0.0025725630719137553,4.521122718870174e-08,4.521122718870174e-07,0.3632467819750309,0.08860218741868037,1.2801970490813255,0.6759161426931649
P3D_E0100_S2027,uefb,500,P3d e=0.10 seed2027,stronger_shape_control,2027,0.1,17.91501550102234,5.109326316152985,0.8045379055738449,0.08943033909856232,0.26556473153084514,0.12916987272076913,1.6678374836444854,0.7371539809321129,4.919392596244812,5.137624808083179,0.27973997651040555,0.10897308693361026,0.19775881192088127,0.08020088030941418,0.19252139857411385,0.1438426581458301,0.4463782380633056,0.325164428388946,0.4103931480050087,0.10736430870475151,0.0017213033516909491,0.005796381038957193,1.5462240262422711e-06,2.1881930442456717e-05,0.3906132256090641,0.1389145271550038,1.1059403889775277,0.5986084744396223
P3D_E0100_S3407,real,100,P3d e=0.10 seed3407,stronger_shape_control,3407,0.1,20.17924370765686,3.102931617543502,0.7846959042549133,0.064832505162061,0.22875097531825303,0.13371094131760694,2.417672485113144,0.5063984535330915,10.461028494834899,3.885723147587022,0.5182888759672641,0.29757709203090243,0.30515058636665343,0.148430384690771,0.4878664970397949,0.3262827101540652,0.6304938986897468,0.08754054801423208,0.5310523295402527,0.11241122138070596,1.2611111433216138e-05,5.800663586316868e-05,0.0,0.0,0.5146999678015709,0.05327436498902494,1.8262092113494872,0.3515164488561933
P3D_E0100_S3407,synthetic,100,P3d e=0.10 seed3407,stronger_shape_control,3407,0.1,17.820894365310668,4.674836222808282,0.7588589298725128,0.10851836521152781,0.3310771267861128,0.19339836845364802,1.2720250952243806,0.32668042474060466,6.5999666118621825,3.220796353528968,0.6842454659566283,0.3515178543062373,0.4983179059997201,0.3107457950698097,0.5211244160681963,0.31826191549963,0.8006866246461868,0.10867344881842264,0.5827516657114029,0.09892245342357231,1.0353370930715755e-05,5.8662231883956794e-05,0.0,0.0,0.41052954480051995,0.0946669969951949,1.0993739507347344,0.5842534382068246
P3D_E0100_S3407,uefb,500,P3d e=0.10 seed3407,stronger_shape_control,3407,0.1,18.10062364578247,4.760374615188272,0.8067045341730118,0.08677883797847594,0.2636518543623388,0.1318412148918357,1.7299255564212799,0.792556561513021,5.105000737190246,5.354548746137867,0.26698907202482225,0.12614131913964088,0.1905010990127921,0.08197709567864217,0.19836786496173592,0.14530512638489365,0.4569566066390689,0.3282284017797242,0.41210115793347357,0.10758269197836981,1.281738320358272e-06,2.4673126261636657e-05,7.476806834347372e-06,5.506888125665512e-05,0.4153266393095255,0.1460921837182902,0.9555235326848924,0.5880875036806629
P3D_E0100_S42,real,100,P3d e=0.10 seed42,stronger_shape_control,42,0.1,20.058685932159424,2.820985530805332,0.7807848763465881,0.06310986437574974,0.22683640599250793,0.10977655569704872,2.35182670712471,0.40932363051865794,10.340470724105835,3.668461080820919,0.3199974281340838,0.15380390474827926,0.23737592183053494,0.11724082821835483,0.25460352897644045,0.193525205242975,0.7292125216126442,0.07836449330234403,0.5449086403846741,0.10367468679056709,7.305555704988365e-06,3.226134801449917e-05,0.0,0.0,0.5902715802192688,0.0471582171710139,2.0848136615753172,0.43203177350722693
P3D_E0100_S42,synthetic,100,P3d e=0.10 seed42,stronger_shape_control,42,0.1,18.01810188293457,4.328124734425377,0.764846283197403,0.10913490374439569,0.2999785611219704,0.16908791417678873,1.3832023721933364,0.35353623537987877,6.797174139022827,3.3455345451185323,0.5193612848222255,0.31039685618190943,0.4252701262757182,0.3019872508766691,0.3450536060333252,0.2634110898022954,0.838836330473423,0.09036603907450191,0.5267691269516945,0.09673867691899235,4.683883137658995e-05,0.0002249342798977023,0.0,0.0,0.4932708199322224,0.10289532655458411,1.341654949039221,0.6195740012274716
P3D_E0100_S42,uefb,500,P3d e=0.10 seed42,stronger_shape_control,42,0.1,18.316681066513063,4.276325113025225,0.81258627140522,0.08151981224775064,0.25312406438589097,0.12799961341389351,1.7599099881649016,0.7628207061943127,5.321058167457581,6.068121827725952,0.27109459053725005,0.11203127711818298,0.19555462599545717,0.07589768489808504,0.18113317708671092,0.1432129008783623,0.4438371885034139,0.33109265584473446,0.4159320475310087,0.10635930611545766,4.2724611375888345e-07,9.10903986746096e-06,0.0,0.0,0.49257865428924563,0.1403686713122998,1.1144000302255153,0.6058766016411302
